date,linear daily rate,continuous daily rate
2012-05-24,-4.0316e-05,-4.1381e-05
2012-05-25,-4.0316e-05,-4.1381e-05
2012-05-29,-3.9526e-05,-4.0548e-05
2012-05-30,-4.0316e-05,-4.1381e-05
2012-05-31,-4.1502e-05,-4.2631e-05
2012-06-01,-4.0711e-05,-4.1797e-05
2012-06-04,-3.9921e-05,-4.0964e-05
2012-06-05,-4.0711e-05,-4.1797e-05
2012-06-06,-3.9526e-05,-4.0548e-05
2012-06-07,-4.1502e-05,-4.2631e-05
2012-06-08,-4.2688e-05,-4.3884e-05
2012-06-11,-4.3478e-05,-4.472e-05
2012-06-12,-4.1897e-05,-4.3048e-05
2012-06-13,-4.3083e-05,-4.4301e-05
2012-06-14,-4.1897e-05,-4.3048e-05
2012-06-15,-4.664e-05,-4.8073e-05
2012-06-18,-4.585e-05,-4.7233e-05
2012-06-19,-4.585e-05,-4.7233e-05
2012-06-20,-4.5059e-05,-4.6394e-05
2012-06-21,-4.1107e-05,-4.2214e-05
2012-06-22,-3.8735e-05,-3.9716e-05
2012-06-25,-3.8735e-05,-3.9716e-05
2012-06-26,-3.7549e-05,-3.847e-05
2012-06-27,-3.7549e-05,-3.847e-05
2012-06-28,-3.7549e-05,-3.847e-05
2012-06-29,-3.9526e-05,-4.0548e-05
2012-07-02,-4.1107e-05,-4.2214e-05
2012-07-03,-4.2688e-05,-4.3884e-05
2012-07-05,-4.4269e-05,-4.5557e-05
2012-07-06,-4.4269e-05,-4.5557e-05
2012-07-09,-4.5059e-05,-4.6394e-05
2012-07-10,-4.585e-05,-4.7233e-05
2012-07-11,-4.5455e-05,-4.6814e-05
2012-07-12,-4.4664e-05,-4.5975e-05
2012-07-13,-4.5455e-05,-4.6814e-05
2012-07-16,-4.664e-05,-4.8073e-05
2012-07-17,-4.585e-05,-4.7233e-05
2012-07-18,-4.7036e-05,-4.8493e-05
2012-07-19,-4.7431e-05,-4.8913e-05
2012-07-20,-4.664e-05,-4.8073e-05
2012-07-23,-4.664e-05,-4.8073e-05
2012-07-24,-4.4664e-05,-4.5975e-05
2012-07-25,-4.4269e-05,-4.5557e-05
2012-07-26,-4.4664e-05,-4.5975e-05
2012-07-27,-4.5059e-05,-4.6394e-05
2012-07-30,-4.6245e-05,-4.7653e-05
2012-07-31,-4.8617e-05,-5.0176e-05
2012-08-01,-4.8221e-05,-4.9755e-05
2012-08-02,-4.8221e-05,-4.9755e-05
2012-08-03,-4.7431e-05,-4.8913e-05
2012-08-06,-4.9012e-05,-5.0597e-05
2012-08-07,-4.9012e-05,-5.0597e-05
2012-08-08,-4.7036e-05,-4.8493e-05
2012-08-09,-4.664e-05,-4.8073e-05
2012-08-10,-4.7036e-05,-4.8493e-05
2012-08-13,-4.7036e-05,-4.8493e-05
2012-08-14,-4.585e-05,-4.7233e-05
2012-08-15,-4.3083e-05,-4.4301e-05
2012-08-16,-4.2292e-05,-4.3466e-05
2012-08-17,-4.1502e-05,-4.2631e-05
2012-08-20,-4.1107e-05,-4.2214e-05
2012-08-21,-4.1897e-05,-4.3048e-05
2012-08-22,-4.6245e-05,-4.7653e-05
2012-08-23,-4.9407e-05,-5.1019e-05
2012-08-24,-4.8221e-05,-4.9755e-05
2012-08-27,-5.0198e-05,-5.1862e-05
2012-08-28,-5.0988e-05,-5.2707e-05
2012-08-29,-4.9802e-05,-5.144e-05
2012-08-30,-4.9802e-05,-5.144e-05
2012-08-31,-5.3755e-05,-5.567e-05
2012-09-04,-5.336e-05,-5.5246e-05
2012-09-05,-5.3755e-05,-5.567e-05
2012-09-06,-5.2569e-05,-5.4399e-05
2012-09-07,-5.4941e-05,-5.6943e-05
2012-09-10,-5.6126e-05,-5.8219e-05
2012-09-11,-5.6917e-05,-5.907e-05
2012-09-12,-5.6126e-05,-5.8219e-05
2012-09-13,-6.2451e-05,-6.5056e-05
2012-09-14,-6.6008e-05,-6.8927e-05
2012-09-17,-6.2451e-05,-6.5056e-05
2012-09-18,-6.0079e-05,-6.2485e-05
2012-09-19,-5.8893e-05,-6.1202e-05
2012-09-20,-5.9684e-05,-6.2057e-05
2012-09-21,-5.9289e-05,-6.163e-05
2012-09-24,-5.8103e-05,-6.0349e-05
2012-09-25,-5.8893e-05,-6.1202e-05
2012-09-26,-5.7708e-05,-5.9922e-05
2012-09-27,-5.8103e-05,-6.0349e-05
2012-09-28,-5.8893e-05,-6.1202e-05
2012-10-01,-5.8893e-05,-6.1202e-05
2012-10-02,-5.9684e-05,-6.2057e-05
2012-10-03,-6.2055e-05,-6.4626e-05
2012-10-04,-6.4032e-05,-6.6774e-05
2012-10-05,-6.3636e-05,-6.6344e-05
2012-10-09,-6.3241e-05,-6.5914e-05
2012-10-10,-6.2055e-05,-6.4626e-05
2012-10-11,-6.0079e-05,-6.2485e-05
2012-10-12,-5.8498e-05,-6.0776e-05
2012-10-15,-6.0079e-05,-6.2485e-05
2012-10-16,-5.8498e-05,-6.0776e-05
2012-10-17,-5.6917e-05,-5.907e-05
2012-10-18,-5.6522e-05,-5.8644e-05
2012-10-19,-5.6126e-05,-5.8219e-05
2012-10-22,-5.4941e-05,-5.6943e-05
2012-10-23,-5.4545e-05,-5.6519e-05
2012-10-24,-5.415e-05,-5.6094e-05
2012-10-25,-5.1779e-05,-5.3552e-05
2012-10-26,-5.2174e-05,-5.3975e-05
2012-10-29,-5.336e-05,-5.5246e-05
2012-10-31,-5.5336e-05,-5.7368e-05
2012-11-01,-5.5336e-05,-5.7368e-05
2012-11-02,-5.4941e-05,-5.6943e-05
2012-11-05,-5.415e-05,-5.6094e-05
2012-11-06,-5.415e-05,-5.6094e-05
2012-11-07,-5.5731e-05,-5.7793e-05
2012-11-08,-5.6126e-05,-5.8219e-05
2012-11-09,-5.5336e-05,-5.7368e-05
2012-11-13,-5.5731e-05,-5.7793e-05
2012-11-14,-5.4941e-05,-5.6943e-05
2012-11-15,-5.4545e-05,-5.6519e-05
2012-11-16,-5.4941e-05,-5.6943e-05
2012-11-19,-5.4941e-05,-5.6943e-05
2012-11-20,-5.4545e-05,-5.6519e-05
2012-11-21,-5.3755e-05,-5.567e-05
2012-11-23,-5.3755e-05,-5.567e-05
2012-11-26,-5.3755e-05,-5.567e-05
2012-11-27,-5.3755e-05,-5.567e-05
2012-11-28,-5.336e-05,-5.5246e-05
2012-11-29,-5.415e-05,-5.6094e-05
2012-11-30,-5.5336e-05,-5.7368e-05
2012-12-03,-5.5731e-05,-5.7793e-05
2012-12-04,-5.5731e-05,-5.7793e-05
2012-12-05,-5.7312e-05,-5.9496e-05
2012-12-06,-5.7708e-05,-5.9922e-05
2012-12-07,-5.8103e-05,-6.0349e-05
2012-12-10,-5.6522e-05,-5.8644e-05
2012-12-11,-5.6522e-05,-5.8644e-05
2012-12-12,-5.7708e-05,-5.9922e-05
2012-12-13,-5.6126e-05,-5.8219e-05
2012-12-14,-5.5731e-05,-5.7793e-05
2012-12-17,-5.415e-05,-5.6094e-05
2012-12-18,-5.3755e-05,-5.567e-05
2012-12-19,-5.3755e-05,-5.567e-05
2012-12-20,-5.4941e-05,-5.6943e-05
2012-12-21,-5.336e-05,-5.5246e-05
2012-12-24,-5.3755e-05,-5.567e-05
2012-12-26,-5.336e-05,-5.5246e-05
2012-12-27,-5.4941e-05,-5.6943e-05
2012-12-28,-5.2964e-05,-5.4822e-05
2012-12-31,-5.415e-05,-5.6094e-05
2013-01-02,-5.3755e-05,-5.567e-05
2013-01-03,-5.1383e-05,-5.3129e-05
2013-01-04,-5.1779e-05,-5.3552e-05
2013-01-07,-5.2964e-05,-5.4822e-05
2013-01-08,-5.3755e-05,-5.567e-05
2013-01-09,-5.5731e-05,-5.7793e-05
2013-01-10,-5.5336e-05,-5.7368e-05
2013-01-11,-5.5336e-05,-5.7368e-05
2013-01-14,-5.2964e-05,-5.4822e-05
2013-01-15,-5.7312e-05,-5.9496e-05
2013-01-16,-5.6522e-05,-5.8644e-05
2013-01-17,-5.5336e-05,-5.7368e-05
2013-01-18,-5.6522e-05,-5.8644e-05
2013-01-22,-5.4941e-05,-5.6943e-05
2013-01-23,-5.7312e-05,-5.9496e-05
2013-01-24,-5.6917e-05,-5.907e-05
2013-01-25,-5.2964e-05,-5.4822e-05
2013-01-28,-5.336e-05,-5.5246e-05
2013-01-29,-5.415e-05,-5.6094e-05
2013-01-30,-5.4545e-05,-5.6519e-05
2013-01-31,-5.7312e-05,-5.9496e-05
2013-02-01,-5.7708e-05,-5.9922e-05
2013-02-04,-5.8103e-05,-6.0349e-05
2013-02-05,-5.6917e-05,-5.907e-05
2013-02-06,-5.8498e-05,-6.0776e-05
2013-02-07,-5.7708e-05,-5.9922e-05
2013-02-08,-5.415e-05,-5.6094e-05
2013-02-11,-5.5731e-05,-5.7793e-05
2013-02-12,-5.2174e-05,-5.3975e-05
2013-02-13,-5.2964e-05,-5.4822e-05
2013-02-14,-5.3755e-05,-5.567e-05
2013-02-15,-5.2174e-05,-5.3975e-05
2013-02-19,-5.1779e-05,-5.3552e-05
2013-02-20,-5.1779e-05,-5.3552e-05
2013-02-21,-5.2569e-05,-5.4399e-05
2013-02-22,-5.3755e-05,-5.567e-05
2013-02-25,-5.5731e-05,-5.7793e-05
2013-02-26,-5.5336e-05,-5.7368e-05
2013-02-27,-5.5336e-05,-5.7368e-05
2013-02-28,-5.5731e-05,-5.7793e-05
2013-03-01,-5.7312e-05,-5.9496e-05
2013-03-04,-5.7708e-05,-5.9922e-05
2013-03-05,-5.8893e-05,-6.1202e-05
2013-03-06,-5.7708e-05,-5.9922e-05
2013-03-07,-5.415e-05,-5.6094e-05
2013-03-08,-5.0593e-05,-5.2284e-05
2013-03-11,-5.4545e-05,-5.6519e-05
2013-03-12,-5.4941e-05,-5.6943e-05
2013-03-13,-5.5336e-05,-5.7368e-05
2013-03-14,-5.6522e-05,-5.8644e-05
2013-03-15,-5.7708e-05,-5.9922e-05
2013-03-18,-5.7312e-05,-5.9496e-05
2013-03-19,-5.7708e-05,-5.9922e-05
2013-03-20,-5.6917e-05,-5.907e-05
2013-03-21,-5.5731e-05,-5.7793e-05
2013-03-22,-5.6522e-05,-5.8644e-05
2013-03-25,-5.6917e-05,-5.907e-05
2013-03-26,-5.6126e-05,-5.8219e-05
2013-03-27,-5.7708e-05,-5.9922e-05
2013-03-28,-5.8103e-05,-6.0349e-05
2013-04-01,-5.8103e-05,-6.0349e-05
2013-04-02,-5.6917e-05,-5.907e-05
2013-04-03,-5.7312e-05,-5.9496e-05
2013-04-04,-5.6917e-05,-5.907e-05
2013-04-05,-5.6126e-05,-5.8219e-05
2013-04-08,-5.6522e-05,-5.8644e-05
2013-04-09,-5.3755e-05,-5.567e-05
2013-04-10,-5.3755e-05,-5.567e-05
2013-04-11,-5.4545e-05,-5.6519e-05
2013-04-12,-5.5731e-05,-5.7793e-05
2013-04-15,-5.2569e-05,-5.4399e-05
2013-04-16,-5.1779e-05,-5.3552e-05
2013-04-17,-5.0198e-05,-5.1862e-05
2013-04-18,-5.0988e-05,-5.2707e-05
2013-04-19,-5.2174e-05,-5.3975e-05
2013-04-22,-5.2964e-05,-5.4822e-05
2013-04-23,-5.2569e-05,-5.4399e-05
2013-04-24,-5.415e-05,-5.6094e-05
2013-04-25,-5.5731e-05,-5.7793e-05
2013-04-26,-5.6522e-05,-5.8644e-05
2013-04-29,-5.6126e-05,-5.8219e-05
2013-04-30,-5.4545e-05,-5.6519e-05
2013-05-01,-5.2569e-05,-5.4399e-05
2013-05-02,-5.2964e-05,-5.4822e-05
2013-05-03,-5.1383e-05,-5.3129e-05
2013-05-06,-5.1779e-05,-5.3552e-05
2013-05-07,-5.1383e-05,-5.3129e-05
2013-05-08,-5.0593e-05,-5.2284e-05
2013-05-09,-5.0198e-05,-5.1862e-05
2013-05-10,-4.8617e-05,-5.0176e-05
2013-05-13,-4.7036e-05,-4.8493e-05
2013-05-14,-4.664e-05,-4.8073e-05
2013-05-15,-4.6245e-05,-4.7653e-05
2013-05-16,-4.664e-05,-4.8073e-05
2013-05-17,-4.5059e-05,-4.6394e-05
2013-05-20,-4.5455e-05,-4.6814e-05
2013-05-21,-4.5455e-05,-4.6814e-05
2013-05-22,-4.1897e-05,-4.3048e-05
2013-05-23,-4.0316e-05,-4.1381e-05
2013-05-24,-4.0711e-05,-4.1797e-05
2013-05-28,-3.7154e-05,-3.8056e-05
2013-05-29,-3.5178e-05,-3.5985e-05
2013-05-30,-3.2411e-05,-3.3094e-05
2013-05-31,-3.2411e-05,-3.3094e-05
2013-06-03,-3.3992e-05,-3.4745e-05
2013-06-04,-3.4387e-05,-3.5158e-05
2013-06-05,-3.3992e-05,-3.4745e-05
2013-06-06,-3.3992e-05,-3.4745e-05
2013-06-07,-3.1225e-05,-3.1859e-05
2013-06-10,-2.8458e-05,-2.8983e-05
2013-06-11,-2.8063e-05,-2.8573e-05
2013-06-12,-2.6087e-05,-2.6527e-05
2013-06-13,-2.7273e-05,-2.7754e-05
2013-06-14,-3.083e-05,-3.1447e-05
2013-06-17,-2.9249e-05,-2.9804e-05
2013-06-18,-3.0435e-05,-3.1036e-05
2013-06-19,-2.332e-05,-2.3671e-05
2013-06-20,-1.6996e-05,-1.7181e-05
2013-06-21,-9.486e-06,-9.544e-06
2013-06-24,-5.534e-06,-5.553e-06
2013-06-25,-6.324e-06,-6.35e-06
2013-06-26,-8.696e-06,-8.744e-06
2013-06-27,-1.3834e-05,-1.3956e-05
2013-06-28,-1.3834e-05,-1.3956e-05
2013-07-01,-1.6206e-05,-1.6374e-05
2013-07-02,-1.7391e-05,-1.7585e-05
2013-07-03,-1.6206e-05,-1.6374e-05
2013-07-05,-1.0672e-05,-1.0745e-05
2013-07-08,-1.4229e-05,-1.4359e-05
2013-07-09,-1.4229e-05,-1.4359e-05
2013-07-10,-1.3043e-05,-1.3152e-05
2013-07-11,-1.6601e-05,-1.6778e-05
2013-07-12,-1.6206e-05,-1.6374e-05
2013-07-15,-1.8182e-05,-1.8394e-05
2013-07-16,-2.0158e-05,-2.042e-05
2013-07-17,-2.253e-05,-2.2857e-05
2013-07-18,-2.1344e-05,-2.1637e-05
2013-07-19,-2.3715e-05,-2.4078e-05
2013-07-22,-2.332e-05,-2.3671e-05
2013-07-23,-2.253e-05,-2.2857e-05
2013-07-24,-1.8577e-05,-1.8799e-05
2013-07-25,-1.7787e-05,-1.799e-05
2013-07-26,-1.8577e-05,-1.8799e-05
2013-07-29,-1.7391e-05,-1.7585e-05
2013-07-30,-1.6996e-05,-1.7181e-05
2013-07-31,-1.9368e-05,-1.9609e-05
2013-08-01,-1.7787e-05,-1.799e-05
2013-08-02,-2.1739e-05,-2.2044e-05
2013-08-05,-2.0949e-05,-2.1231e-05
2013-08-06,-2.1739e-05,-2.2044e-05
2013-08-07,-2.1739e-05,-2.2044e-05
2013-08-08,-2.1344e-05,-2.1637e-05
2013-08-09,-2.1739e-05,-2.2044e-05
2013-08-12,-2.0553e-05,-2.0825e-05
2013-08-13,-1.6996e-05,-1.7181e-05
2013-08-14,-1.502e-05,-1.5164e-05
2013-08-15,-1.1462e-05,-1.1546e-05
2013-08-16,-7.51e-06,-7.546e-06
2013-08-19,-5.138e-06,-5.155e-06
2013-08-20,-8.3e-06,-8.344e-06
2013-08-21,-5.138e-06,-5.155e-06
2013-08-22,-2.372e-06,-2.375e-06
2013-08-23,-6.324e-06,-6.35e-06
2013-08-26,-8.3e-06,-8.344e-06
2013-08-27,-1.1858e-05,-1.1948e-05
2013-08-28,-9.091e-06,-9.144e-06
2013-08-29,-7.905e-06,-7.945e-06
2013-08-30,-6.324e-06,-6.35e-06
2013-09-03,-3.162e-06,-3.168e-06
2013-09-04,0.0,0.0
2013-09-05,5.534e-06,5.514e-06
2013-09-06,2.372e-06,2.368e-06
2013-09-09,7.91e-07,7.9e-07
2013-09-10,1.581e-06,1.579e-06
2013-09-11,-1.581e-06,-1.583e-06
2013-09-12,-1.186e-06,-1.187e-06
2013-09-13,-1.581e-06,-1.583e-06
2013-09-16,-4.348e-06,-4.36e-06
2013-09-17,-6.719e-06,-6.748e-06
2013-09-18,-1.6206e-05,-1.6374e-05
2013-09-19,-1.3439e-05,-1.3554e-05
2013-09-20,-1.3834e-05,-1.3956e-05
2013-09-23,-1.4229e-05,-1.4359e-05
2013-09-24,-1.3043e-05,-1.3152e-05
2013-09-25,-1.502e-05,-1.5164e-05
2013-09-26,-1.3439e-05,-1.3554e-05
2013-09-27,-1.4229e-05,-1.4359e-05
2013-09-30,-1.3834e-05,-1.3956e-05
2013-10-01,-1.3834e-05,-1.3956e-05
2013-10-02,-1.6601e-05,-1.6778e-05
2013-10-03,-1.6206e-05,-1.6374e-05
2013-10-04,-1.502e-05,-1.5164e-05
2013-10-07,-1.502e-05,-1.5164e-05
2013-10-08,-1.3043e-05,-1.3152e-05
2013-10-09,-1.3834e-05,-1.3956e-05
2013-10-10,-1.4625e-05,-1.4761e-05
2013-10-11,-1.4625e-05,-1.4761e-05
2013-10-15,-1.3439e-05,-1.3554e-05
2013-10-16,-1.502e-05,-1.5164e-05
2013-10-17,-1.6601e-05,-1.6778e-05
2013-10-18,-1.6996e-05,-1.7181e-05
2013-10-21,-1.6206e-05,-1.6374e-05
2013-10-22,-1.8182e-05,-1.8394e-05
2013-10-23,-1.8182e-05,-1.8394e-05
2013-10-24,-1.7787e-05,-1.799e-05
2013-10-25,-1.8577e-05,-1.8799e-05
2013-10-28,-1.8972e-05,-1.9204e-05
2013-10-29,-1.8577e-05,-1.8799e-05
2013-10-30,-1.8577e-05,-1.8799e-05
2013-10-31,-1.6996e-05,-1.7181e-05
2013-11-01,-1.3043e-05,-1.3152e-05
2013-11-04,-1.3834e-05,-1.3956e-05
2013-11-05,-1.3043e-05,-1.3152e-05
2013-11-06,-1.6996e-05,-1.7181e-05
2013-11-07,-1.7787e-05,-1.799e-05
2013-11-08,-1.3834e-05,-1.3956e-05
2013-11-12,-1.2648e-05,-1.275e-05
2013-11-13,-1.502e-05,-1.5164e-05
2013-11-14,-1.8182e-05,-1.8394e-05
2013-11-15,-1.7391e-05,-1.7585e-05
2013-11-18,-1.8577e-05,-1.8799e-05
2013-11-19,-1.581e-05,-1.5971e-05
2013-11-20,-1.4229e-05,-1.4359e-05
2013-11-21,-1.502e-05,-1.5164e-05
2013-11-22,-1.5415e-05,-1.5567e-05
2013-11-25,-1.502e-05,-1.5164e-05
2013-11-26,-1.4625e-05,-1.4761e-05
2013-11-27,-1.3834e-05,-1.3956e-05
2013-11-29,-1.2648e-05,-1.275e-05
2013-12-02,-1.0672e-05,-1.0745e-05
2013-12-03,-1.1462e-05,-1.1546e-05
2013-12-04,-7.51e-06,-7.546e-06
2013-12-05,-6.719e-06,-6.748e-06
2013-12-06,-5.534e-06,-5.553e-06
2013-12-09,-5.138e-06,-5.155e-06
2013-12-10,-7.115e-06,-7.147e-06
2013-12-11,-5.929e-06,-5.951e-06
2013-12-12,-3.953e-06,-3.962e-06
2013-12-13,-4.348e-06,-4.36e-06
2013-12-16,-5.138e-06,-5.155e-06
2013-12-17,-6.719e-06,-6.748e-06
2013-12-18,-4.743e-06,-4.757e-06
2013-12-19,-4.743e-06,-4.757e-06
2013-12-20,7.91e-07,7.9e-07
2013-12-23,3.95e-07,3.95e-07
2013-12-24,1.976e-06,1.974e-06
2013-12-26,1.581e-06,1.579e-06
2013-12-27,2.372e-06,2.368e-06
2013-12-30,2.767e-06,2.762e-06
2013-12-31,2.372e-06,2.368e-06
2014-01-02,3.95e-07,3.95e-07
2014-01-03,1.581e-06,1.579e-06
2014-01-06,-1.976e-06,-1.979e-06
2014-01-07,-5.534e-06,-5.553e-06
2014-01-08,3.95e-07,3.95e-07
2014-01-09,-3.162e-06,-3.168e-06
2014-01-10,-4.348e-06,-4.36e-06
2014-01-13,-4.348e-06,-4.36e-06
2014-01-14,-4.348e-06,-4.36e-06
2014-01-15,-1.581e-06,-1.583e-06
2014-01-16,-3.162e-06,-3.168e-06
2014-01-17,-3.162e-06,-3.168e-06
2014-01-21,-1.581e-06,-1.583e-06
2014-01-22,-2.767e-06,-2.772e-06
2014-01-23,-3.953e-06,-3.962e-06
2014-01-24,-3.953e-06,-3.962e-06
2014-01-27,-4.348e-06,-4.36e-06
2014-01-28,-4.743e-06,-4.757e-06
2014-01-29,-7.905e-06,-7.945e-06
2014-01-30,-8.3e-06,-8.344e-06
2014-01-31,-9.091e-06,-9.144e-06
2014-02-03,-1.0277e-05,-1.0344e-05
2014-02-04,-1.2253e-05,-1.2349e-05
2014-02-05,-1.1067e-05,-1.1145e-05
2014-02-06,-1.1858e-05,-1.1948e-05
2014-02-07,-1.1858e-05,-1.1948e-05
2014-02-10,-1.2253e-05,-1.2349e-05
2014-02-11,-1.0277e-05,-1.0344e-05
2014-02-12,-9.486e-06,-9.544e-06
2014-02-13,-1.0277e-05,-1.0344e-05
2014-02-14,-5.534e-06,-5.553e-06
2014-02-18,-1.1462e-05,-1.1546e-05
2014-02-19,-9.881e-06,-9.944e-06
2014-02-20,-8.3e-06,-8.344e-06
2014-02-21,-7.115e-06,-7.147e-06
2014-02-24,-8.3e-06,-8.344e-06
2014-02-25,-9.881e-06,-9.944e-06
2014-02-26,-1.0277e-05,-1.0344e-05
2014-02-27,-1.2648e-05,-1.275e-05
2014-02-28,-1.1067e-05,-1.1145e-05
2014-03-03,-1.2648e-05,-1.275e-05
2014-03-04,-9.881e-06,-9.944e-06
2014-03-05,-1.0277e-05,-1.0344e-05
2014-03-06,-1.0672e-05,-1.0745e-05
2014-03-07,-7.115e-06,-7.147e-06
2014-03-10,-9.486e-06,-9.544e-06
2014-03-11,-9.486e-06,-9.544e-06
2014-03-12,-9.091e-06,-9.144e-06
2014-03-13,-8.696e-06,-8.744e-06
2014-03-14,-7.51e-06,-7.546e-06
2014-03-17,-8.696e-06,-8.744e-06
2014-03-18,-8.3e-06,-8.344e-06
2014-03-19,7.91e-07,7.9e-07
2014-03-20,-7.91e-07,-7.91e-07
2014-03-21,-2.372e-06,-2.375e-06
2014-03-24,-1.186e-06,-1.187e-06
2014-03-25,2.372e-06,2.368e-06
2014-03-26,-1.976e-06,-1.979e-06
2014-03-27,-1.186e-06,-1.187e-06
2014-03-28,7.91e-07,7.9e-07
2014-03-31,1.186e-06,1.185e-06
2014-04-01,1.186e-06,1.185e-06
2014-04-02,3.162e-06,3.156e-06
2014-04-03,4.348e-06,4.336e-06
2014-04-04,0.0,0.0
2014-04-07,2.767e-06,2.762e-06
2014-04-08,-1.581e-06,-1.583e-06
2014-04-09,-1.976e-06,-1.979e-06
2014-04-10,-3.953e-06,-3.962e-06
2014-04-11,-2.372e-06,-2.375e-06
2014-04-14,-3.953e-06,-3.962e-06
2014-04-15,-1.976e-06,-1.979e-06
2014-04-16,-2.372e-06,-2.375e-06
2014-04-17,-7.905e-06,-7.945e-06
2014-04-21,-9.091e-06,-9.144e-06
2014-04-22,-8.696e-06,-8.744e-06
2014-04-23,-9.881e-06,-9.944e-06
2014-04-24,-9.881e-06,-9.944e-06
2014-04-25,-9.486e-06,-9.544e-06
2014-04-28,-8.696e-06,-8.744e-06
2014-04-29,-8.3e-06,-8.344e-06
2014-04-30,-1.0672e-05,-1.0745e-05
2014-05-01,-1.1858e-05,-1.1948e-05
2014-05-02,-1.1067e-05,-1.1145e-05
2014-05-05,-9.486e-06,-9.544e-06
2014-05-06,-9.091e-06,-9.144e-06
2014-05-07,-1.0672e-05,-1.0745e-05
2014-05-08,-1.1858e-05,-1.1948e-05
2014-05-09,-1.1462e-05,-1.1546e-05
2014-05-12,-9.486e-06,-9.544e-06
2014-05-13,-1.0672e-05,-1.0745e-05
2014-05-14,-1.3834e-05,-1.3956e-05
2014-05-15,-1.6206e-05,-1.6374e-05
2014-05-16,-1.502e-05,-1.5164e-05
2014-05-19,-1.4625e-05,-1.4761e-05
2014-05-20,-1.5415e-05,-1.5567e-05
2014-05-21,-1.581e-05,-1.5971e-05
2014-05-22,-1.581e-05,-1.5971e-05
2014-05-23,-1.6601e-05,-1.6778e-05
2014-05-27,-1.5415e-05,-1.5567e-05
2014-05-28,-1.7391e-05,-1.7585e-05
2014-05-29,-1.7391e-05,-1.7585e-05
2014-05-30,-1.5415e-05,-1.5567e-05
2014-06-02,-1.3043e-05,-1.3152e-05
2014-06-03,-1.0672e-05,-1.0745e-05
2014-06-04,-9.881e-06,-9.944e-06
2014-06-05,-1.1462e-05,-1.1546e-05
2014-06-06,-1.0672e-05,-1.0745e-05
2014-06-09,-1.0277e-05,-1.0344e-05
2014-06-10,-9.091e-06,-9.144e-06
2014-06-11,-9.486e-06,-9.544e-06
2014-06-12,-1.1462e-05,-1.1546e-05
2014-06-13,-9.091e-06,-9.144e-06
2014-06-16,-8.3e-06,-8.344e-06
2014-06-17,-7.905e-06,-7.945e-06
2014-06-18,-1.0672e-05,-1.0745e-05
2014-06-19,-1.2253e-05,-1.2349e-05
2014-06-20,-1.2253e-05,-1.2349e-05
2014-06-23,-1.2253e-05,-1.2349e-05
2014-06-24,-1.3834e-05,-1.3956e-05
2014-06-25,-1.3834e-05,-1.3956e-05
2014-06-26,-1.502e-05,-1.5164e-05
2014-06-27,-1.5415e-05,-1.5567e-05
2014-06-30,-1.502e-05,-1.5164e-05
2014-07-01,-1.3439e-05,-1.3554e-05
2014-07-02,-1.1858e-05,-1.1948e-05
2014-07-03,-1.1462e-05,-1.1546e-05
2014-07-07,-1.0672e-05,-1.0745e-05
2014-07-08,-1.1462e-05,-1.1546e-05
2014-07-09,-1.1858e-05,-1.1948e-05
2014-07-10,-1.3439e-05,-1.3554e-05
2014-07-11,-1.3439e-05,-1.3554e-05
2014-07-14,-1.2253e-05,-1.2349e-05
2014-07-15,-1.0277e-05,-1.0344e-05
2014-07-16,-9.486e-06,-9.544e-06
2014-07-17,-1.2648e-05,-1.275e-05
2014-07-18,-1.0672e-05,-1.0745e-05
2014-07-21,-1.0672e-05,-1.0745e-05
2014-07-22,-9.881e-06,-9.944e-06
2014-07-23,-9.881e-06,-9.944e-06
2014-07-24,-8.3e-06,-8.344e-06
2014-07-25,-1.0277e-05,-1.0344e-05
2014-07-28,-8.696e-06,-8.744e-06
2014-07-29,-9.486e-06,-9.544e-06
2014-07-30,-7.51e-06,-7.546e-06
2014-07-31,-8.3e-06,-8.344e-06
2014-08-01,-9.881e-06,-9.944e-06
2014-08-04,-9.486e-06,-9.544e-06
2014-08-05,-9.486e-06,-9.544e-06
2014-08-06,-9.486e-06,-9.544e-06
2014-08-07,-1.1462e-05,-1.1546e-05
2014-08-08,-9.486e-06,-9.544e-06
2014-08-11,-9.486e-06,-9.544e-06
2014-08-12,-9.486e-06,-9.544e-06
2014-08-13,-1.1462e-05,-1.1546e-05
2014-08-14,-1.0277e-05,-1.0344e-05
2014-08-15,-1.1067e-05,-1.1145e-05
2014-08-18,-1.0672e-05,-1.0745e-05
2014-08-19,-8.696e-06,-8.744e-06
2014-08-20,-7.115e-06,-7.147e-06
2014-08-21,-6.324e-06,-6.35e-06
2014-08-22,-4.348e-06,-4.36e-06
2014-08-25,-3.557e-06,-3.565e-06
2014-08-26,-5.929e-06,-5.951e-06
2014-08-27,-5.929e-06,-5.951e-06
2014-08-28,-5.534e-06,-5.553e-06
2014-08-29,-5.138e-06,-5.155e-06
2014-09-02,-2.767e-06,-2.772e-06
2014-09-03,-3.162e-06,-3.168e-06
2014-09-04,-1.976e-06,-1.979e-06
2014-09-05,-3.162e-06,-3.168e-06
2014-09-08,-7.91e-07,-7.91e-07
2014-09-09,1.976e-06,1.974e-06
2014-09-10,3.953e-06,3.943e-06
2014-09-11,1.186e-06,1.185e-06
2014-09-12,3.162e-06,3.156e-06
2014-09-15,2.767e-06,2.762e-06
2014-09-16,1.186e-06,1.185e-06
