date,linear daily rate,continuous daily rate
2014-09-17,7.51e-06,7.474e-06
2014-09-18,1.1462e-05,1.138e-05
2014-09-19,1.0672e-05,1.0601e-05
2014-09-22,7.905e-06,7.866e-06
2014-09-23,5.929e-06,5.907e-06
2014-09-24,6.324e-06,6.299e-06
2014-09-25,5.138e-06,5.122e-06
2014-09-26,8.3e-06,8.257e-06
2014-09-29,6.324e-06,6.299e-06
2014-09-30,8.696e-06,8.648e-06
2014-10-01,3.557e-06,3.549e-06
2014-10-02,5.138e-06,5.122e-06
2014-10-03,6.719e-06,6.691e-06
2014-10-06,5.929e-06,5.907e-06
2014-10-07,4.743e-06,4.729e-06
2014-10-08,1.186e-06,1.185e-06
2014-10-09,2.372e-06,2.368e-06
2014-10-10,1.186e-06,1.185e-06
2014-10-14,1.581e-06,1.579e-06
2014-10-15,0.0,0.0
2014-10-16,7.91e-07,7.9e-07
2014-10-17,3.95e-07,3.95e-07
2014-10-20,-1.581e-06,-1.583e-06
2014-10-21,7.91e-07,7.9e-07
2014-10-22,-3.95e-07,-3.95e-07
2014-10-23,3.557e-06,3.549e-06
2014-10-24,2.372e-06,2.368e-06
2014-10-27,2.767e-06,2.762e-06
2014-10-28,2.372e-06,2.368e-06
2014-10-29,5.534e-06,5.514e-06
2014-10-30,3.557e-06,3.549e-06
2014-10-31,3.557e-06,3.549e-06
2014-11-03,3.162e-06,3.156e-06
2014-11-04,5.534e-06,5.514e-06
2014-11-05,3.557e-06,3.549e-06
2014-11-06,3.557e-06,3.549e-06
2014-11-07,3.95e-07,3.95e-07
2014-11-10,2.767e-06,2.762e-06
2014-11-12,4.743e-06,4.729e-06
2014-11-13,6.324e-06,6.299e-06
2014-11-14,6.719e-06,6.691e-06
2014-11-17,8.696e-06,8.648e-06
2014-11-18,8.3e-06,8.257e-06
2014-11-19,1.0672e-05,1.0601e-05
2014-11-20,9.091e-06,9.039e-06
2014-11-21,7.51e-06,7.474e-06
2014-11-24,7.51e-06,7.474e-06
2014-11-25,4.348e-06,4.336e-06
2014-11-26,4.743e-06,4.729e-06
2014-11-28,3.953e-06,3.943e-06
2014-12-01,5.138e-06,5.122e-06
2014-12-02,9.091e-06,9.039e-06
2014-12-03,9.091e-06,9.039e-06
2014-12-04,9.091e-06,9.039e-06
2014-12-05,1.3439e-05,1.3326e-05
2014-12-08,1.6996e-05,1.6816e-05
2014-12-09,1.1462e-05,1.138e-05
2014-12-10,1.2253e-05,1.2159e-05
2014-12-11,1.3834e-05,1.3714e-05
2014-12-12,1.3043e-05,1.2937e-05
2014-12-15,1.6206e-05,1.6042e-05
2014-12-16,1.2648e-05,1.2548e-05
2014-12-17,1.5415e-05,1.5267e-05
2014-12-18,1.8972e-05,1.8748e-05
2014-12-19,1.5415e-05,1.5267e-05
2014-12-22,1.502e-05,1.4879e-05
2014-12-23,1.8182e-05,1.7976e-05
2014-12-24,1.9763e-05,1.952e-05
2014-12-26,1.9368e-05,1.9134e-05
2014-12-29,1.9763e-05,1.952e-05
2014-12-30,1.8577e-05,1.8362e-05
2014-12-31,1.502e-05,1.4879e-05
2015-01-02,1.2253e-05,1.2159e-05
2015-01-05,1.2648e-05,1.2548e-05
2015-01-06,1.3439e-05,1.3326e-05
2015-01-07,1.2253e-05,1.2159e-05
2015-01-08,1.1462e-05,1.138e-05
2015-01-09,9.881e-06,9.82e-06
2015-01-12,9.091e-06,9.039e-06
2015-01-13,1.2648e-05,1.2548e-05
2015-01-14,5.929e-06,5.907e-06
2015-01-15,1.581e-06,1.579e-06
2015-01-16,3.953e-06,3.943e-06
2015-01-20,4.743e-06,4.729e-06
2015-01-21,7.115e-06,7.083e-06
2015-01-22,7.905e-06,7.866e-06
2015-01-23,4.743e-06,4.729e-06
2015-01-26,4.743e-06,4.729e-06
2015-01-27,1.976e-06,1.974e-06
2015-01-28,3.95e-07,3.95e-07
2015-01-29,-1.186e-06,-1.187e-06
2015-01-30,-4.348e-06,-4.36e-06
2015-02-02,-5.138e-06,-5.155e-06
2015-02-03,-4.743e-06,-4.757e-06
2015-02-04,-2.372e-06,-2.375e-06
2015-02-05,-3.162e-06,-3.168e-06
2015-02-06,4.743e-06,4.729e-06
2015-02-09,5.138e-06,5.122e-06
2015-02-10,7.905e-06,7.866e-06
2015-02-11,8.3e-06,8.257e-06
2015-02-12,5.138e-06,5.122e-06
2015-02-13,8.3e-06,8.257e-06
2015-02-17,1.1462e-05,1.138e-05
2015-02-18,7.905e-06,7.866e-06
2015-02-19,9.091e-06,9.039e-06
2015-02-20,9.486e-06,9.43e-06
2015-02-23,8.696e-06,8.648e-06
2015-02-24,5.534e-06,5.514e-06
2015-02-25,4.348e-06,4.336e-06
2015-02-26,1.976e-06,1.974e-06
2015-02-27,3.95e-07,3.95e-07
2015-03-02,1.186e-06,1.185e-06
2015-03-03,1.581e-06,1.579e-06
2015-03-04,-3.95e-07,-3.95e-07
2015-03-05,1.581e-06,1.579e-06
2015-03-06,5.929e-06,5.907e-06
2015-03-09,7.51e-06,7.474e-06
2015-03-10,1.0277e-05,1.021e-05
2015-03-11,5.929e-06,5.907e-06
2015-03-12,7.115e-06,7.083e-06
2015-03-13,7.905e-06,7.866e-06
2015-03-16,1.1858e-05,1.177e-05
2015-03-17,8.696e-06,8.648e-06
2015-03-18,3.162e-06,3.156e-06
2015-03-19,-3.95e-07,-3.95e-07
2015-03-20,-3.162e-06,-3.168e-06
2015-03-23,-2.767e-06,-2.772e-06
2015-03-24,-6.324e-06,-6.35e-06
2015-03-25,-5.929e-06,-5.951e-06
2015-03-26,-3.953e-06,-3.962e-06
2015-03-27,-4.743e-06,-4.757e-06
2015-03-30,-3.162e-06,-3.168e-06
2015-03-31,-5.534e-06,-5.553e-06
2015-04-01,-1.0277e-05,-1.0344e-05
2015-04-02,-8.3e-06,-8.344e-06
2015-04-03,-1.2648e-05,-1.275e-05
2015-04-06,-1.1462e-05,-1.1546e-05
2015-04-07,-1.1067e-05,-1.1145e-05
2015-04-08,-9.091e-06,-9.144e-06
2015-04-09,-7.51e-06,-7.546e-06
2015-04-10,-5.929e-06,-5.951e-06
2015-04-13,-6.719e-06,-6.748e-06
2015-04-14,-8.3e-06,-8.344e-06
2015-04-15,-1.0277e-05,-1.0344e-05
2015-04-16,-1.0672e-05,-1.0745e-05
2015-04-17,-1.3439e-05,-1.3554e-05
2015-04-20,-1.0672e-05,-1.0745e-05
2015-04-21,-9.486e-06,-9.544e-06
2015-04-22,-7.51e-06,-7.546e-06
2015-04-23,-1.3043e-05,-1.3152e-05
2015-04-24,-1.4625e-05,-1.4761e-05
2015-04-27,-1.3834e-05,-1.3956e-05
2015-04-28,-1.1858e-05,-1.1948e-05
2015-04-29,-1.0672e-05,-1.0745e-05
2015-04-30,-1.1462e-05,-1.1546e-05
2015-05-01,-8.696e-06,-8.744e-06
2015-05-04,-7.115e-06,-7.147e-06
2015-05-05,-7.115e-06,-7.147e-06
2015-05-06,-4.348e-06,-4.36e-06
2015-05-07,-4.348e-06,-4.36e-06
2015-05-08,-6.324e-06,-6.35e-06
2015-05-11,-1.976e-06,-1.979e-06
2015-05-12,-2.767e-06,-2.772e-06
2015-05-13,-3.953e-06,-3.962e-06
2015-05-14,-5.534e-06,-5.553e-06
2015-05-15,-6.324e-06,-6.35e-06
2015-05-18,-3.953e-06,-3.962e-06
2015-05-19,-7.91e-07,-7.91e-07
2015-05-20,-3.162e-06,-3.168e-06
2015-05-21,-3.953e-06,-3.962e-06
2015-05-22,-3.162e-06,-3.168e-06
2015-05-26,-1.976e-06,-1.979e-06
2015-05-27,-3.95e-07,-3.95e-07
2015-05-28,-7.91e-07,-7.91e-07
2015-05-29,-3.162e-06,-3.168e-06
2015-06-01,0.0,0.0
2015-06-02,7.91e-07,7.9e-07
2015-06-03,3.953e-06,3.943e-06
2015-06-04,2.372e-06,2.368e-06
2015-06-05,4.348e-06,4.336e-06
2015-06-08,3.557e-06,3.549e-06
2015-06-09,3.557e-06,3.549e-06
2015-06-10,5.534e-06,5.514e-06
2015-06-11,4.348e-06,4.336e-06
2015-06-12,4.348e-06,4.336e-06
2015-06-15,2.767e-06,2.762e-06
2015-06-16,3.95e-07,3.95e-07
2015-06-17,-2.372e-06,-2.375e-06
2015-06-18,-7.91e-07,-7.91e-07
2015-06-19,-1.581e-06,-1.583e-06
2015-06-22,1.186e-06,1.185e-06
2015-06-23,1.581e-06,1.579e-06
2015-06-24,1.976e-06,1.974e-06
2015-06-25,2.767e-06,2.762e-06
2015-06-26,3.557e-06,3.549e-06
2015-06-29,1.186e-06,1.185e-06
2015-06-30,7.91e-07,7.9e-07
2015-07-01,3.953e-06,3.943e-06
2015-07-02,7.91e-07,7.9e-07
2015-07-06,-3.95e-07,-3.95e-07
2015-07-07,-7.91e-07,-7.91e-07
2015-07-08,-1.581e-06,-1.583e-06
2015-07-09,7.91e-07,7.9e-07
2015-07-10,3.953e-06,3.943e-06
2015-07-13,5.929e-06,5.907e-06
2015-07-14,4.743e-06,4.729e-06
2015-07-15,3.953e-06,3.943e-06
2015-07-16,5.534e-06,5.514e-06
2015-07-17,6.719e-06,6.691e-06
2015-07-20,9.091e-06,9.039e-06
2015-07-21,7.905e-06,7.866e-06
2015-07-22,8.3e-06,8.257e-06
2015-07-23,7.905e-06,7.866e-06
2015-07-24,9.486e-06,9.43e-06
2015-07-27,9.091e-06,9.039e-06
2015-07-28,9.091e-06,9.039e-06
2015-07-29,8.696e-06,8.648e-06
2015-07-30,8.696e-06,8.648e-06
2015-07-31,7.115e-06,7.083e-06
2015-08-03,8.3e-06,8.257e-06
2015-08-04,1.1462e-05,1.138e-05
2015-08-05,1.3439e-05,1.3326e-05
2015-08-06,1.2253e-05,1.2159e-05
2015-08-07,1.2253e-05,1.2159e-05
2015-08-10,1.2648e-05,1.2548e-05
2015-08-11,1.0277e-05,1.021e-05
2015-08-12,9.881e-06,9.82e-06
2015-08-13,1.3439e-05,1.3326e-05
2015-08-14,1.4229e-05,1.4103e-05
2015-08-17,1.4229e-05,1.4103e-05
2015-08-18,1.5415e-05,1.5267e-05
2015-08-19,1.3043e-05,1.2937e-05
2015-08-20,1.3043e-05,1.2937e-05
2015-08-21,1.2253e-05,1.2159e-05
2015-08-24,1.1067e-05,1.099e-05
2015-08-25,1.3043e-05,1.2937e-05
2015-08-26,1.4229e-05,1.4103e-05
2015-08-27,1.1462e-05,1.138e-05
2015-08-28,1.1858e-05,1.177e-05
2015-08-31,1.1067e-05,1.099e-05
2015-09-01,1.2253e-05,1.2159e-05
2015-09-02,1.3043e-05,1.2937e-05
2015-09-03,1.3043e-05,1.2937e-05
2015-09-04,1.3043e-05,1.2937e-05
2015-09-08,1.502e-05,1.4879e-05
2015-09-09,1.502e-05,1.4879e-05
2015-09-10,1.3439e-05,1.3326e-05
2015-09-11,1.2253e-05,1.2159e-05
2015-09-14,1.2648e-05,1.2548e-05
2015-09-15,1.6206e-05,1.6042e-05
2015-09-16,1.6206e-05,1.6042e-05
2015-09-17,1.0277e-05,1.021e-05
2015-09-18,1.0277e-05,1.021e-05
2015-09-21,1.2648e-05,1.2548e-05
2015-09-22,1.1462e-05,1.138e-05
2015-09-23,1.2253e-05,1.2159e-05
2015-09-24,1.3043e-05,1.2937e-05
2015-09-25,1.4625e-05,1.4491e-05
2015-09-28,1.581e-05,1.5654e-05
2015-09-29,1.3439e-05,1.3326e-05
2015-09-30,1.1858e-05,1.177e-05
2015-10-01,9.486e-06,9.43e-06
2015-10-02,5.534e-06,5.514e-06
2015-10-05,6.719e-06,6.691e-06
2015-10-06,4.743e-06,4.729e-06
2015-10-07,5.929e-06,5.907e-06
2015-10-08,5.534e-06,5.514e-06
2015-10-09,7.51e-06,7.474e-06
2015-10-13,7.115e-06,7.083e-06
2015-10-14,5.534e-06,5.514e-06
2015-10-15,6.324e-06,6.299e-06
2015-10-16,7.115e-06,7.083e-06
2015-10-19,8.696e-06,8.648e-06
2015-10-20,9.486e-06,9.43e-06
2015-10-21,9.486e-06,9.43e-06
2015-10-22,8.696e-06,8.648e-06
2015-10-23,9.486e-06,9.43e-06
2015-10-26,9.881e-06,9.82e-06
2015-10-27,9.091e-06,9.039e-06
2015-10-28,1.3043e-05,1.2937e-05
2015-10-29,1.3439e-05,1.3326e-05
2015-10-30,1.2648e-05,1.2548e-05
2015-11-02,1.3439e-05,1.3326e-05
2015-11-03,1.2648e-05,1.2548e-05
2015-11-04,1.502e-05,1.4879e-05
2015-11-05,1.6601e-05,1.6429e-05
2015-11-06,1.8972e-05,1.8748e-05
2015-11-09,1.8577e-05,1.8362e-05
2015-11-10,1.8577e-05,1.8362e-05
2015-11-12,1.9368e-05,1.9134e-05
2015-11-13,1.8182e-05,1.7976e-05
2015-11-16,1.8182e-05,1.7976e-05
2015-11-17,1.6996e-05,1.6816e-05
2015-11-18,1.7391e-05,1.7203e-05
2015-11-19,1.6206e-05,1.6042e-05
2015-11-20,1.5415e-05,1.5267e-05
2015-11-23,1.4625e-05,1.4491e-05
2015-11-24,1.3043e-05,1.2937e-05
2015-11-25,1.3834e-05,1.3714e-05
2015-11-27,1.3043e-05,1.2937e-05
2015-11-30,1.3834e-05,1.3714e-05
2015-12-01,1.1858e-05,1.177e-05
2015-12-02,1.4229e-05,1.4103e-05
2015-12-03,1.6206e-05,1.6042e-05
2015-12-04,1.6206e-05,1.6042e-05
2015-12-07,1.6601e-05,1.6429e-05
2015-12-08,1.6996e-05,1.6816e-05
2015-12-09,1.6996e-05,1.6816e-05
2015-12-10,1.8972e-05,1.8748e-05
2015-12-11,1.5415e-05,1.5267e-05
2015-12-14,1.9368e-05,1.9134e-05
2015-12-15,1.9368e-05,1.9134e-05
2015-12-16,2.1739e-05,2.1446e-05
2015-12-17,2.0553e-05,2.0291e-05
2015-12-18,1.8182e-05,1.7976e-05
2015-12-21,1.8972e-05,1.8748e-05
2015-12-22,2.0553e-05,2.0291e-05
2015-12-23,1.9368e-05,1.9134e-05
2015-12-24,1.9763e-05,1.952e-05
2015-12-28,1.9368e-05,1.9134e-05
2015-12-29,2.0949e-05,2.0676e-05
2015-12-30,2.0553e-05,2.0291e-05
2015-12-31,1.7787e-05,1.7589e-05
2016-01-04,1.6601e-05,1.6429e-05
2016-01-05,1.6601e-05,1.6429e-05
2016-01-06,1.5415e-05,1.5267e-05
2016-01-07,1.4229e-05,1.4103e-05
2016-01-08,1.3439e-05,1.3326e-05
2016-01-11,1.5415e-05,1.5267e-05
2016-01-12,1.4229e-05,1.4103e-05
2016-01-13,1.3043e-05,1.2937e-05
2016-01-14,1.2648e-05,1.2548e-05
2016-01-15,1.3439e-05,1.3326e-05
2016-01-19,1.3043e-05,1.2937e-05
2016-01-20,1.3439e-05,1.3326e-05
2016-01-21,1.4229e-05,1.4103e-05
2016-01-22,1.3439e-05,1.3326e-05
2016-01-25,1.2648e-05,1.2548e-05
2016-01-26,1.1067e-05,1.099e-05
2016-01-27,9.881e-06,9.82e-06
2016-01-28,7.905e-06,7.866e-06
2016-01-29,5.534e-06,5.514e-06
2016-02-01,7.115e-06,7.083e-06
2016-02-02,5.534e-06,5.514e-06
2016-02-03,4.348e-06,4.336e-06
2016-02-04,4.743e-06,4.729e-06
2016-02-05,7.115e-06,7.083e-06
2016-02-08,7.51e-06,7.474e-06
2016-02-09,8.696e-06,8.648e-06
2016-02-10,7.905e-06,7.866e-06
2016-02-11,6.719e-06,6.691e-06
2016-02-12,6.719e-06,6.691e-06
2016-02-16,7.905e-06,7.866e-06
2016-02-17,8.696e-06,8.648e-06
2016-02-18,7.51e-06,7.474e-06
2016-02-19,7.115e-06,7.083e-06
2016-02-22,5.534e-06,5.514e-06
2016-02-23,3.953e-06,3.943e-06
2016-02-24,2.372e-06,2.368e-06
2016-02-25,-7.91e-07,-7.91e-07
2016-02-26,1.186e-06,1.185e-06
2016-02-29,-3.95e-07,-3.95e-07
2016-03-01,7.91e-07,7.9e-07
2016-03-02,0.0,0.0
2016-03-03,-1.186e-06,-1.187e-06
2016-03-04,7.91e-07,7.9e-07
2016-03-07,2.372e-06,2.368e-06
2016-03-08,3.95e-07,3.95e-07
2016-03-09,7.91e-07,7.9e-07
2016-03-10,3.953e-06,3.943e-06
2016-03-11,3.162e-06,3.156e-06
2016-03-14,4.348e-06,4.336e-06
2016-03-15,5.929e-06,5.907e-06
2016-03-16,-1.581e-06,-1.583e-06
2016-03-17,-2.767e-06,-2.772e-06
2016-03-18,-5.138e-06,-5.155e-06
2016-03-21,-4.743e-06,-4.757e-06
2016-03-22,-2.372e-06,-2.375e-06
2016-03-23,-2.767e-06,-2.772e-06
2016-03-24,-1.186e-06,-1.187e-06
2016-03-28,-1.186e-06,-1.187e-06
2016-03-29,-7.115e-06,-7.147e-06
2016-03-30,-1.0277e-05,-1.0344e-05
2016-03-31,-1.1067e-05,-1.1145e-05
2016-04-01,-9.881e-06,-9.944e-06
2016-04-04,-1.0277e-05,-1.0344e-05
2016-04-05,-1.0277e-05,-1.0344e-05
2016-04-06,-9.091e-06,-9.144e-06
2016-04-07,-1.0672e-05,-1.0745e-05
2016-04-08,-1.0672e-05,-1.0745e-05
2016-04-11,-9.881e-06,-9.944e-06
2016-04-12,-6.719e-06,-6.748e-06
2016-04-13,-8.3e-06,-8.344e-06
2016-04-14,-6.324e-06,-6.35e-06
2016-04-15,-7.905e-06,-7.945e-06
2016-04-18,-6.719e-06,-6.748e-06
2016-04-19,-7.905e-06,-7.945e-06
2016-04-20,-6.719e-06,-6.748e-06
2016-04-21,-8.3e-06,-8.344e-06
2016-04-22,-7.51e-06,-7.546e-06
2016-04-25,-7.115e-06,-7.147e-06
2016-04-26,-6.324e-06,-6.35e-06
2016-04-27,-9.486e-06,-9.544e-06
2016-04-28,-1.3043e-05,-1.3152e-05
2016-04-29,-1.2648e-05,-1.275e-05
2016-05-02,-1.0277e-05,-1.0344e-05
2016-05-03,-1.1462e-05,-1.1546e-05
2016-05-04,-1.1462e-05,-1.1546e-05
2016-05-05,-1.2648e-05,-1.275e-05
2016-05-06,-1.1067e-05,-1.1145e-05
2016-05-09,-1.1858e-05,-1.1948e-05
2016-05-10,-1.3043e-05,-1.3152e-05
2016-05-11,-1.3043e-05,-1.3152e-05
2016-05-12,-1.1462e-05,-1.1546e-05
2016-05-13,-1.1858e-05,-1.1948e-05
2016-05-16,-1.0672e-05,-1.0745e-05
2016-05-17,-1.0672e-05,-1.0745e-05
2016-05-18,-5.138e-06,-5.155e-06
2016-05-19,-5.138e-06,-5.155e-06
2016-05-20,-5.138e-06,-5.155e-06
2016-05-23,-4.348e-06,-4.36e-06
2016-05-24,-3.953e-06,-3.962e-06
2016-05-25,-4.348e-06,-4.36e-06
2016-05-26,-6.324e-06,-6.35e-06
2016-05-27,-4.743e-06,-4.757e-06
2016-05-31,-3.953e-06,-3.962e-06
2016-06-01,-3.162e-06,-3.168e-06
2016-06-02,-4.743e-06,-4.757e-06
2016-06-03,-8.696e-06,-8.744e-06
2016-06-06,-9.486e-06,-9.544e-06
2016-06-07,-1.1067e-05,-1.1145e-05
2016-06-08,-1.2253e-05,-1.2349e-05
2016-06-09,-1.2253e-05,-1.2349e-05
2016-06-10,-1.2648e-05,-1.275e-05
2016-06-13,-1.2253e-05,-1.2349e-05
2016-06-14,-1.1858e-05,-1.1948e-05
2016-06-15,-1.4625e-05,-1.4761e-05
2016-06-16,-1.2648e-05,-1.275e-05
2016-06-17,-1.1858e-05,-1.1948e-05
2016-06-20,-1.0277e-05,-1.0344e-05
2016-06-21,-7.51e-06,-7.546e-06
2016-06-22,-8.3e-06,-8.344e-06
2016-06-23,-8.696e-06,-8.744e-06
2016-06-24,-1.1067e-05,-1.1145e-05
2016-06-27,-1.0672e-05,-1.0745e-05
2016-06-28,-1.2648e-05,-1.275e-05
2016-06-29,-1.3043e-05,-1.3152e-05
2016-06-30,-1.4625e-05,-1.4761e-05
2016-07-01,-1.6996e-05,-1.7181e-05
2016-07-05,-1.7787e-05,-1.799e-05
2016-07-06,-1.8182e-05,-1.8394e-05
2016-07-07,-1.7391e-05,-1.7585e-05
2016-07-08,-1.7391e-05,-1.7585e-05
2016-07-11,-1.502e-05,-1.5164e-05
2016-07-12,-1.4229e-05,-1.4359e-05
2016-07-13,-1.4229e-05,-1.4359e-05
2016-07-14,-1.3439e-05,-1.3554e-05
2016-07-15,-1.1462e-05,-1.1546e-05
2016-07-18,-1.0672e-05,-1.0745e-05
2016-07-19,-1.0672e-05,-1.0745e-05
2016-07-20,-9.881e-06,-9.944e-06
2016-07-21,-1.0672e-05,-1.0745e-05
2016-07-22,-9.091e-06,-9.144e-06
2016-07-25,-7.51e-06,-7.546e-06
2016-07-26,-7.115e-06,-7.147e-06
2016-07-27,-8.3e-06,-8.344e-06
2016-07-28,-9.486e-06,-9.544e-06
2016-07-29,-1.1067e-05,-1.1145e-05
2016-08-01,-8.3e-06,-8.344e-06
2016-08-02,-7.115e-06,-7.147e-06
2016-08-03,-8.3e-06,-8.344e-06
2016-08-04,-1.0672e-05,-1.0745e-05
2016-08-05,-7.905e-06,-7.945e-06
2016-08-08,-7.51e-06,-7.546e-06
2016-08-09,-7.51e-06,-7.546e-06
2016-08-10,-7.905e-06,-7.945e-06
2016-08-11,-6.324e-06,-6.35e-06
2016-08-12,-7.51e-06,-7.546e-06
2016-08-15,-6.324e-06,-6.35e-06
2016-08-16,-4.743e-06,-4.757e-06
2016-08-17,-6.324e-06,-6.35e-06
2016-08-18,-7.905e-06,-7.945e-06
2016-08-19,-6.719e-06,-6.748e-06
2016-08-22,-7.51e-06,-7.546e-06
2016-08-23,-7.51e-06,-7.546e-06
2016-08-24,-7.51e-06,-7.546e-06
2016-08-25,-6.719e-06,-6.748e-06
2016-08-26,-3.162e-06,-3.168e-06
2016-08-29,-4.348e-06,-4.36e-06
2016-08-30,-3.953e-06,-3.962e-06
2016-08-31,-3.162e-06,-3.168e-06
2016-09-01,-2.372e-06,-2.375e-06
2016-09-02,-3.162e-06,-3.168e-06
2016-09-06,-6.324e-06,-6.35e-06
2016-09-07,-7.115e-06,-7.147e-06
2016-09-08,-5.929e-06,-5.951e-06
2016-09-09,-3.557e-06,-3.565e-06
2016-09-12,-4.743e-06,-4.757e-06
2016-09-13,-1.976e-06,-1.979e-06
2016-09-14,-3.557e-06,-3.565e-06
2016-09-15,-4.348e-06,-4.36e-06
2016-09-16,-5.138e-06,-5.155e-06
2016-09-19,-5.138e-06,-5.155e-06
2016-09-20,-5.138e-06,-5.155e-06
2016-09-21,-6.719e-06,-6.748e-06
2016-09-22,-8.696e-06,-8.744e-06
2016-09-23,-1.0277e-05,-1.0344e-05
2016-09-26,-1.0672e-05,-1.0745e-05
2016-09-27,-1.0277e-05,-1.0344e-05
2016-09-28,-1.2253e-05,-1.2349e-05
2016-09-29,-1.2648e-05,-1.275e-05
2016-09-30,-1.2253e-05,-1.2349e-05
2016-10-03,-1.1462e-05,-1.1546e-05
2016-10-04,-9.091e-06,-9.144e-06
2016-10-05,-8.696e-06,-8.744e-06
2016-10-06,-8.3e-06,-8.344e-06
2016-10-07,-9.486e-06,-9.544e-06
2016-10-11,-8.3e-06,-8.344e-06
2016-10-12,-7.905e-06,-7.945e-06
2016-10-13,-9.091e-06,-9.144e-06
2016-10-14,-9.881e-06,-9.944e-06
2016-10-17,-1.1462e-05,-1.1546e-05
2016-10-18,-1.1858e-05,-1.1948e-05
2016-10-19,-1.2648e-05,-1.275e-05
2016-10-20,-1.1858e-05,-1.1948e-05
2016-10-21,-1.2253e-05,-1.2349e-05
2016-10-24,-1.0277e-05,-1.0344e-05
2016-10-25,-1.1067e-05,-1.1145e-05
2016-10-26,-1.1067e-05,-1.1145e-05
2016-10-27,-9.486e-06,-9.544e-06
2016-10-28,-1.0672e-05,-1.0745e-05
2016-10-31,-1.1067e-05,-1.1145e-05
2016-11-01,-1.1462e-05,-1.1546e-05
2016-11-02,-1.1462e-05,-1.1546e-05
2016-11-03,-1.0277e-05,-1.0344e-05
2016-11-04,-1.1067e-05,-1.1145e-05
2016-11-07,-1.0672e-05,-1.0745e-05
2016-11-08,-9.091e-06,-9.144e-06
2016-11-09,-7.115e-06,-7.147e-06
2016-11-10,-5.534e-06,-5.553e-06
2016-11-14,3.95e-07,3.95e-07
2016-11-15,3.95e-07,3.95e-07
2016-11-16,7.91e-07,7.9e-07
2016-11-17,7.91e-07,7.9e-07
2016-11-18,2.372e-06,2.368e-06
2016-11-21,1.976e-06,1.974e-06
2016-11-22,7.91e-07,7.9e-07
2016-11-23,3.557e-06,3.549e-06
2016-11-25,3.557e-06,3.549e-06
2016-11-28,4.348e-06,4.336e-06
2016-11-29,3.557e-06,3.549e-06
2016-11-30,2.372e-06,2.368e-06
2016-12-01,3.557e-06,3.549e-06
2016-12-02,3.162e-06,3.156e-06
2016-12-05,1.976e-06,1.974e-06
2016-12-06,1.581e-06,1.579e-06
2016-12-07,7.91e-07,7.9e-07
2016-12-08,0.0,0.0
2016-12-09,2.372e-06,2.368e-06
2016-12-12,1.581e-06,1.579e-06
2016-12-13,2.372e-06,2.368e-06
2016-12-14,7.905e-06,7.866e-06
2016-12-15,1.2648e-05,1.2548e-05
2016-12-16,1.2648e-05,1.2548e-05
2016-12-19,1.1462e-05,1.138e-05
2016-12-20,1.0277e-05,1.021e-05
2016-12-21,1.1858e-05,1.177e-05
2016-12-22,7.115e-06,7.083e-06
2016-12-23,7.905e-06,7.866e-06
2016-12-27,7.51e-06,7.474e-06
2016-12-28,6.719e-06,6.691e-06
2016-12-29,5.929e-06,5.907e-06
2016-12-30,3.557e-06,3.549e-06
2017-01-03,3.162e-06,3.156e-06
2017-01-04,3.162e-06,3.156e-06
2017-01-05,1.186e-06,1.185e-06
2017-01-06,3.162e-06,3.156e-06
2017-01-09,1.581e-06,1.579e-06
2017-01-10,1.976e-06,1.974e-06
2017-01-11,1.581e-06,1.579e-06
2017-01-12,0.0,0.0
2017-01-13,1.976e-06,1.974e-06
2017-01-17,0.0,0.0
2017-01-18,2.767e-06,2.762e-06
2017-01-19,2.767e-06,2.762e-06
2017-01-20,1.186e-06,1.185e-06
2017-01-23,7.91e-07,7.9e-07
2017-01-24,3.95e-07,3.95e-07
2017-01-25,1.186e-06,1.185e-06
2017-01-26,3.95e-07,3.95e-07
2017-01-27,-7.91e-07,-7.91e-07
2017-01-30,-3.95e-07,-3.95e-07
2017-01-31,-1.581e-06,-1.583e-06
2017-02-01,3.95e-07,3.95e-07
2017-02-02,-3.95e-07,-3.95e-07
2017-02-03,7.91e-07,7.9e-07
2017-02-06,-1.976e-06,-1.979e-06
2017-02-07,-7.91e-07,-7.91e-07
2017-02-08,-3.95e-07,-3.95e-07
2017-02-09,7.91e-07,7.9e-07
2017-02-10,7.91e-07,7.9e-07
2017-02-13,1.976e-06,1.974e-06
2017-02-14,4.348e-06,4.336e-06
2017-02-15,3.162e-06,3.156e-06
2017-02-16,1.976e-06,1.974e-06
2017-02-17,2.767e-06,2.762e-06
2017-02-21,2.372e-06,2.368e-06
2017-02-22,0.0,0.0
2017-02-23,-1.186e-06,-1.187e-06
2017-02-24,-3.953e-06,-3.962e-06
2017-02-27,3.95e-07,3.95e-07
2017-02-28,0.0,0.0
2017-03-01,5.929e-06,5.907e-06
2017-03-02,7.51e-06,7.474e-06
2017-03-03,3.953e-06,3.943e-06
2017-03-06,4.743e-06,4.729e-06
2017-03-07,5.138e-06,5.122e-06
2017-03-08,7.115e-06,7.083e-06
2017-03-09,9.486e-06,9.43e-06
2017-03-10,8.3e-06,8.257e-06
2017-03-13,1.1067e-05,1.099e-05
2017-03-14,9.881e-06,9.82e-06
2017-03-15,7.115e-06,7.083e-06
2017-03-16,7.115e-06,7.083e-06
2017-03-17,5.534e-06,5.514e-06
