date,money market yield,continuous rate
1981-09-01,0.1717,0.16472618
1981-09-02,0.1732,0.16610711
1981-09-03,0.1742,0.1670272
1981-09-04,0.1737,0.16656721
1981-09-08,0.1743,0.16711919
1981-09-09,0.1708,0.16389717
1981-09-10,0.1687,0.16196146
1981-09-11,0.1633,0.15697531
1981-09-14,0.1617,0.15549554
1981-09-15,0.1592,0.1531812
1981-09-16,0.159,0.15299594
1981-09-17,0.1569,0.15104965
1981-09-18,0.1574,0.15151322
1981-09-21,0.1554,0.14965828
1981-09-22,0.1582,0.15225472
1981-09-23,0.1571,0.15123509
1981-09-24,0.158,0.15206937
1981-09-25,0.1605,0.15438499
1981-09-28,0.1591,0.15308858
1981-09-29,0.1605,0.15438499
1981-09-30,0.1619,0.15568057
1981-10-01,0.1616,0.15540302
1981-10-02,0.1614,0.15521796
1981-10-05,0.1557,0.14993663
1981-10-06,0.1545,0.148823
1981-10-07,0.1533,0.14770874
1981-10-08,0.1522,0.14668679
1981-10-09,0.1466,0.14147603
1981-10-13,0.1477,0.14250064
1981-10-14,0.1482,0.1429662
1981-10-15,0.1478,0.14259376
1981-10-16,0.15,0.14464132
1981-10-19,0.1504,0.14501338
1981-10-20,0.1506,0.14519938
1981-10-21,0.152,0.14650092
1981-10-22,0.1508,0.14538537
1981-10-23,0.1487,0.14343166
1981-10-26,0.1496,0.1442692
1981-10-27,0.1485,0.14324549
1981-10-28,0.1484,0.1431524
1981-10-29,0.1449,0.1398915
1981-10-30,0.1396,0.13494343
1981-11-02,0.1392,0.13456949
1981-11-04,0.135,0.13063893
1981-11-05,0.1364,0.13194998
1981-11-06,0.1315,0.12735755
1981-11-09,0.1253,0.12153158
1981-11-10,0.1245,0.1207786
1981-11-12,0.1204,0.11691514
1981-11-13,0.1213,0.11776386
1981-11-16,0.1191,0.11568858
1981-11-17,0.1188,0.11540542
1981-11-18,0.1142,0.11105862
1981-11-19,0.1141,0.11096402
1981-11-20,0.1138,0.11068019
1981-11-23,0.1174,0.11408348
1981-11-24,0.112,0.10897637
1981-11-25,0.112,0.10897637
1981-11-27,0.1126,0.10954447
1981-11-30,0.1145,0.11134239
1981-12-01,0.1181,0.11474456
1981-12-02,0.1188,0.11540542
1981-12-03,0.1182,0.11483898
1981-12-04,0.1103,0.10736587
1981-12-07,0.1146,0.11143698
1981-12-08,0.1148,0.11162613
1981-12-10,0.1221,0.11851797
1981-12-11,0.1243,0.12059031
1981-12-14,0.1251,0.12134336
1981-12-15,0.1228,0.11917758
1981-12-16,0.1224,0.11880069
1981-12-17,0.126,0.1221902
1981-12-18,0.1232,0.11955441
1981-12-21,0.1275,0.1236008
1981-12-22,0.1288,0.12482252
1981-12-23,0.1348,0.13045157
1981-12-24,0.1301,0.12604349
1981-12-28,0.1335,0.12923329
1981-12-29,0.1346,0.13026419
1981-12-30,0.1329,0.12867075
1981-12-31,0.1294,0.12538614
1982-01-04,0.1316,0.12745138
1982-01-05,0.1341,0.12979566
1982-01-06,0.1346,0.13026419
1982-01-07,0.1343,0.12998309
1982-01-08,0.1335,0.12923329
1982-01-11,0.1384,0.13382141
1982-01-12,0.1374,0.13288591
1982-01-13,0.1397,0.1350369
1982-01-14,0.1391,0.134476
1982-01-15,0.1401,0.13541075
1982-01-18,0.1409,0.13615824
1982-01-19,0.142,0.13718558
1982-01-20,0.1431,0.1382124
1982-01-21,0.1442,0.13923868
1982-01-22,0.1446,0.13961175
1982-01-25,0.1461,0.14101012
1982-01-26,0.1424,0.13755903
1982-01-27,0.1402,0.1355042
1982-01-28,0.1364,0.13194998
1982-01-29,0.1376,0.13307305
1982-02-01,0.1509,0.14547836
1982-02-02,0.148,0.14277999
1982-02-03,0.1499,0.1445483
1982-02-04,0.1497,0.14436223
1982-02-05,0.1484,0.1431524
1982-02-08,0.152,0.14650092
1982-02-09,0.1536,0.14798736
1982-02-10,0.1523,0.14677971
1982-02-11,0.1528,0.14724428
1982-02-16,0.1567,0.15086419
1982-02-17,0.1563,0.15049322
1982-02-18,0.1495,0.14417615
1982-02-19,0.1496,0.1442692
1982-02-22,0.1402,0.1355042
1982-02-23,0.1384,0.13382141
1982-02-24,0.1374,0.13288591
1982-02-25,0.1383,0.13372788
1982-02-26,0.1411,0.13634507
1982-03-01,0.1385,0.13391494
1982-03-02,0.1378,0.13326016
1982-03-03,0.1367,0.1322308
1982-03-04,0.1337,0.12942076
1982-03-05,0.1336,0.12932703
1982-03-08,0.1318,0.12763903
1982-03-09,0.1338,0.12951449
1982-03-10,0.135,0.13063893
1982-03-11,0.1386,0.13400846
1982-03-12,0.1395,0.13484995
1982-03-15,0.1401,0.13541075
1982-03-16,0.1388,0.13419549
1982-03-17,0.1383,0.13372788
1982-03-18,0.1395,0.13484995
1982-03-19,0.141,0.13625166
1982-03-22,0.1373,0.13279234
1982-03-23,0.1368,0.1323244
1982-03-24,0.1383,0.13372788
1982-03-25,0.1386,0.13400846
1982-03-26,0.1411,0.13634507
