date,money market yield,continuous rate
1962-01-02,0.037,0.03508684
1962-01-03,0.037,0.03508684
1962-01-04,0.0369,0.03499682
1962-01-05,0.0371,0.03517683
1962-01-08,0.0371,0.03517683
1962-01-09,0.0374,0.03544668
1962-01-10,0.0375,0.03553658
1962-01-11,0.0377,0.03571631
1962-01-12,0.0376,0.03562645
1962-01-15,0.0379,0.03589594
1962-01-16,0.0381,0.03607547
1962-01-17,0.0381,0.03607547
1962-01-18,0.0379,0.03589594
1962-01-19,0.0378,0.03580613
1962-01-22,0.0376,0.03562645
1962-01-23,0.0377,0.03571631
1962-01-24,0.0376,0.03562645
1962-01-25,0.0377,0.03571631
1962-01-26,0.038,0.03598571
1962-01-29,0.038,0.03598571
1962-01-30,0.038,0.03598571
1962-01-31,0.0381,0.03607547
1962-02-01,0.0381,0.03607547
1962-02-02,0.0377,0.03571631
1962-02-05,0.0377,0.03571631
1962-02-06,0.0377,0.03571631
1962-02-07,0.0377,0.03571631
1962-02-08,0.0375,0.03553658
1962-02-09,0.0373,0.03535675
1962-02-13,0.0372,0.03526681
1962-02-14,0.0371,0.03517683
1962-02-15,0.0371,0.03517683
1962-02-16,0.0369,0.03499682
1962-02-19,0.0367,0.0348167
1962-02-20,0.0367,0.0348167
1962-02-21,0.0364,0.03454634
1962-02-23,0.036,0.03418553
1962-02-26,0.0358,0.03400498
1962-02-27,0.0357,0.03391466
1962-02-28,0.0353,0.03355316
1962-03-01,0.0344,0.03273835
1962-03-02,0.0348,0.03310073
1962-03-05,0.0353,0.03355316
1962-03-06,0.0352,0.03346272
1962-03-07,0.0352,0.03346272
1962-03-08,0.0351,0.03337226
1962-03-09,0.0353,0.03355316
1962-03-12,0.0354,0.03364357
1962-03-13,0.0353,0.03355316
1962-03-14,0.0353,0.03355316
1962-03-15,0.0352,0.03346272
1962-03-16,0.0348,0.03310073
1962-03-19,0.0344,0.03273835
1962-03-20,0.0341,0.0324663
1962-03-21,0.0337,0.03210323
1962-03-22,0.0329,0.03137589
1962-03-23,0.0333,0.03173976
1962-03-26,0.0337,0.03210323
1962-03-27,0.0339,0.03228481
1962-03-28,0.0339,0.03228481
1962-03-29,0.034,0.03237557
1962-03-30,0.0339,0.03228481
1962-04-02,0.0338,0.03219403
1962-04-03,0.0336,0.0320124
1962-04-04,0.0328,0.03128486
1962-04-05,0.0334,0.03183066
1962-04-06,0.0332,0.03164883
1962-04-09,0.0333,0.03173976
1962-04-10,0.0336,0.0320124
1962-04-11,0.0341,0.0324663
1962-04-12,0.034,0.03237557
1962-04-13,0.0338,0.03219403
1962-04-16,0.0337,0.03210323
1962-04-17,0.0336,0.0320124
1962-04-18,0.0335,0.03192154
1962-04-19,0.0337,0.03210323
1962-04-23,0.034,0.03237557
1962-04-24,0.0342,0.03255701
1962-04-25,0.0343,0.03264769
1962-04-26,0.0343,0.03264769
1962-04-27,0.0345,0.03282898
1962-04-30,0.0347,0.03301017
1962-05-01,0.0345,0.03282898
1962-05-02,0.0344,0.03273835
1962-05-03,0.0342,0.03255701
1962-05-04,0.0342,0.03255701
1962-05-07,0.0341,0.0324663
1962-05-08,0.0339,0.03228481
1962-05-09,0.0337,0.03210323
1962-05-10,0.0337,0.03210323
1962-05-11,0.0337,0.03210323
1962-05-14,0.0339,0.03228481
1962-05-15,0.0341,0.0324663
1962-05-16,0.034,0.03237557
1962-05-17,0.034,0.03237557
1962-05-18,0.0344,0.03273835
1962-05-21,0.0346,0.03291959
1962-05-22,0.0344,0.03273835
1962-05-23,0.0342,0.03255701
1962-05-24,0.0339,0.03228481
1962-05-25,0.0337,0.03210323
1962-05-28,0.0336,0.0320124
1962-05-29,0.0337,0.03210323
1962-05-31,0.0336,0.0320124
1962-06-01,0.0335,0.03192154
1962-06-04,0.0333,0.03173976
1962-06-05,0.0335,0.03192154
1962-06-06,0.0334,0.03183066
1962-06-07,0.0333,0.03173976
1962-06-08,0.0333,0.03173976
1962-06-11,0.0331,0.03155787
1962-06-12,0.0329,0.03137589
1962-06-13,0.0331,0.03155787
1962-06-14,0.0334,0.03183066
1962-06-15,0.0334,0.03183066
1962-06-18,0.0336,0.0320124
1962-06-19,0.0341,0.0324663
1962-06-20,0.034,0.03237557
1962-06-21,0.0338,0.03219403
1962-06-22,0.0338,0.03219403
1962-06-25,0.0347,0.03301017
1962-06-26,0.035,0.03328178
1962-06-27,0.0349,0.03319127
1962-06-28,0.0353,0.03355316
1962-06-29,0.0356,0.03382432
1962-07-02,0.0357,0.03391466
1962-07-03,0.0358,0.03400498
1962-07-05,0.0359,0.03409526
1962-07-06,0.036,0.03418553
1962-07-09,0.0367,0.0348167
1962-07-10,0.0365,0.03463649
1962-07-11,0.0359,0.03409526
1962-07-12,0.036,0.03418553
1962-07-13,0.0361,0.03427577
1962-07-16,0.0363,0.03445618
1962-07-17,0.0366,0.03472661
1962-07-18,0.0365,0.03463649
1962-07-19,0.0364,0.03454634
1962-07-20,0.0363,0.03445618
1962-07-23,0.036,0.03418553
1962-07-24,0.0361,0.03427577
1962-07-25,0.0362,0.03436599
1962-07-26,0.0362,0.03436599
1962-07-27,0.0359,0.03409526
1962-07-30,0.0361,0.03427577
1962-07-31,0.0362,0.03436599
1962-08-01,0.0359,0.03409526
1962-08-02,0.0355,0.03373396
1962-08-03,0.0356,0.03382432
1962-08-06,0.0353,0.03355316
1962-08-07,0.0355,0.03373396
1962-08-08,0.0354,0.03364357
1962-08-09,0.0352,0.03346272
1962-08-10,0.0351,0.03337226
1962-08-13,0.035,0.03328178
1962-08-14,0.0348,0.03310073
1962-08-15,0.0347,0.03301017
1962-08-16,0.0344,0.03273835
1962-08-17,0.0342,0.03255701
1962-08-20,0.0338,0.03219403
1962-08-21,0.0339,0.03228481
1962-08-22,0.0339,0.03228481
1962-08-23,0.0338,0.03219403
1962-08-24,0.0339,0.03228481
1962-08-27,0.0339,0.03228481
1962-08-28,0.034,0.03237557
1962-08-29,0.0339,0.03228481
1962-08-30,0.034,0.03237557
1962-08-31,0.0342,0.03255701
1962-09-04,0.0343,0.03264769
1962-09-05,0.0344,0.03273835
1962-09-06,0.0344,0.03273835
1962-09-07,0.0344,0.03273835
1962-09-10,0.0343,0.03264769
1962-09-11,0.0342,0.03255701
1962-09-12,0.0342,0.03255701
1962-09-13,0.0341,0.0324663
1962-09-14,0.0342,0.03255701
1962-09-17,0.0341,0.0324663
1962-09-18,0.0341,0.0324663
1962-09-19,0.0341,0.0324663
1962-09-20,0.0341,0.0324663
1962-09-21,0.0341,0.0324663
1962-09-24,0.0339,0.03228481
1962-09-25,0.0337,0.03210323
1962-09-26,0.0337,0.03210323
1962-09-27,0.0337,0.03210323
1962-09-28,0.0335,0.03192154
1962-10-01,0.0333,0.03173976
1962-10-02,0.0331,0.03155787
1962-10-03,0.0328,0.03128486
1962-10-04,0.0328,0.03128486
1962-10-05,0.033,0.03146689
1962-10-08,0.0332,0.03164883
1962-10-09,0.0333,0.03173976
1962-10-10,0.033,0.03146689
1962-10-11,0.0331,0.03155787
1962-10-15,0.0331,0.03155787
1962-10-16,0.0332,0.03164883
1962-10-17,0.0333,0.03173976
1962-10-18,0.0333,0.03173976
1962-10-19,0.0331,0.03155787
1962-10-22,0.0334,0.03183066
1962-10-23,0.0336,0.0320124
1962-10-24,0.0336,0.0320124
1962-10-25,0.0336,0.0320124
1962-10-26,0.0336,0.0320124
1962-10-29,0.0335,0.03192154
1962-10-30,0.0334,0.03183066
1962-10-31,0.0336,0.0320124
1962-11-01,0.0337,0.03210323
1962-11-02,0.0338,0.03219403
1962-11-05,0.0337,0.03210323
1962-11-07,0.0337,0.03210323
1962-11-08,0.0336,0.0320124
1962-11-09,0.0335,0.03192154
1962-11-13,0.0337,0.03210323
1962-11-14,0.0338,0.03219403
1962-11-15,0.034,0.03237557
1962-11-16,0.0342,0.03255701
1962-11-19,0.0343,0.03264769
1962-11-20,0.0342,0.03255701
