,(Percent * Avg Return)/(Contract * Day),Strike Date,Call Price,Call Amount,Put Price,Put Amount,Percent Chance In Money
0,22.86217782436082,2019-11-22,85.0,0.0,131.0,2.0,66.16945107398568
1,21.867177824360823,2019-11-22,85.0,0.0,131.0,1.0,65.59268098647574
2,21.20940406333252,2019-11-22,85.0,0.0,127.0,2.0,66.16945107398568
3,21.09633754514413,2019-11-22,85.0,0.0,133.0,2.0,64.79713603818615
4,20.938973754507977,2019-11-22,85.0,0.0,128.0,2.0,65.59268098647574
5,20.30413786174966,2019-11-22,85.0,0.0,138.0,2.0,64.14081145584726
6,20.281406517120416,2019-11-22,85.0,0.0,137.0,2.0,64.14081145584726
7,20.254973850333467,2019-11-22,85.0,0.0,136.0,2.0,64.14081145584726
8,20.214404063332523,2019-11-22,85.0,0.0,127.0,1.0,65.59268098647574
9,20.167156225499465,2019-11-22,85.0,0.0,134.0,2.0,64.14081145584726
10,20.10133754514413,2019-11-22,85.0,0.0,133.0,1.0,64.14081145584726
11,20.05679554198788,2019-11-22,85.0,0.0,126.0,2.0,66.16945107398568
12,19.998546830746147,2019-11-22,85.0,0.0,132.0,2.0,64.14081145584726
13,19.943973754507976,2019-11-22,85.0,0.0,128.0,1.0,64.8170246618934
14,19.672318619098775,2019-11-22,85.0,0.0,130.0,2.0,64.14081145584726
15,19.30913786174966,2019-11-22,85.0,0.0,138.0,1.0,63.48448687350835
16,19.286406517120415,2019-11-22,85.0,0.0,137.0,1.0,63.48448687350835
17,19.25997385033347,2019-11-22,85.0,0.0,136.0,1.0,63.48448687350835
18,19.221392885202818,2019-11-22,85.0,0.0,135.0,2.0,63.48448687350835
19,19.172156225499467,2019-11-22,85.0,0.0,134.0,1.0,63.48448687350835
20,19.06179554198788,2019-11-22,85.0,0.0,126.0,1.0,65.59268098647574
21,19.00354683074615,2019-11-22,85.0,0.0,132.0,1.0,63.48448687350835
22,18.677318619098774,2019-11-22,85.0,0.0,130.0,1.0,63.48448687350835
23,18.39081111878009,2019-11-22,85.0,0.0,129.0,2.0,63.48448687350835
24,18.33340160043234,2019-11-22,85.0,0.0,140.0,2.0,62.84805091487669
25,18.236058809521342,2019-11-22,85.0,0.0,125.0,2.0,66.16945107398568
26,18.226392885202813,2019-11-22,85.0,0.0,135.0,1.0,62.88782816229117
27,17.39581111878009,2019-11-22,85.0,0.0,129.0,1.0,62.88782816229117
28,17.33840160043234,2019-11-22,85.0,0.0,140.0,1.0,62.41050119331742
29,17.301716891069685,2019-11-22,85.0,0.0,124.0,2.0,67.04455051710421
30,17.241058809521345,2019-11-22,85.0,0.0,125.0,1.0,65.59268098647574
31,16.306716891069687,2019-11-22,85.0,0.0,124.0,1.0,66.56722354813047
32,15.809477902269684,2019-11-22,85.0,0.0,123.0,2.0,68.73508353221956
33,14.814477902269687,2019-11-22,85.0,0.0,123.0,1.0,68.2975338106603
34,12.92823959485347,2019-11-22,125.0,1.0,131.0,2.0,65.63245823389022
35,12.454264345666232,2019-11-22,85.0,0.0,122.0,2.0,70.266507557677
36,12.150125622036251,2019-11-22,124.0,1.0,131.0,2.0,65.77167859984088
37,11.8263904208346,2019-11-22,125.0,1.0,127.0,2.0,65.59268098647574
38,11.751012742042338,2019-11-22,125.0,1.0,133.0,2.0,64.20047732696898
39,11.646103548284902,2019-11-22,125.0,1.0,128.0,2.0,64.83691328560064
40,11.515051869664564,2019-11-22,109.0,1.0,131.0,2.0,72.75258552108194
41,11.461247785878465,2019-11-22,90.0,1.0,131.0,2.0,72.3747016706444
42,11.459264345666234,2019-11-22,85.0,0.0,122.0,1.0,69.76929196499603
43,11.44981706390417,2019-11-22,110.0,1.0,131.0,2.0,72.75258552108194
44,11.37658903716114,2019-11-22,100.0,1.0,131.0,2.0,72.3747016706444
45,11.365981771183947,2019-11-22,101.0,1.0,131.0,2.0,72.3747016706444
46,11.364511472448456,2019-11-22,111.0,1.0,131.0,2.0,72.75258552108194
47,11.35421114497409,2019-11-22,102.0,1.0,131.0,2.0,72.3747016706444
48,11.340526973331176,2019-11-22,103.0,1.0,131.0,2.0,72.3747016706444
49,11.325020810853417,2019-11-22,104.0,1.0,131.0,2.0,72.3747016706444
