,Strike Price,Call bid price,Call bid size,Call ask price,Call ask size,Put bid price,Put bid size,Put ask price,Put ask size
0,60.0,24.15,31.0,24.5,97.0,0.0,0.0,0.01,25.0
1,65.0,19.15,31.0,19.5,89.0,0.0,0.0,0.03,226.0
2,70.0,14.15,73.0,14.5,66.0,0.0,0.0,0.02,25.0
3,72.5,11.7,54.0,12.0,11.0,0.0,0.0,0.07,264.0
4,73.0,11.25,13.0,11.5,29.0,0.0,0.0,0.07,224.0
5,73.5,10.7,71.0,11.0,2.0,0.0,0.0,0.07,234.0
6,74.0,10.2,159.0,10.55,113.0,0.0,0.0,0.06,314.0
7,74.5,9.75,11.0,10.0,15.0,0.01,89.0,0.08,161.0
8,75.0,9.2,6.0,9.55,81.0,0.04,1.0,0.05,16.0
9,76.0,8.25,3.0,8.5,6.0,0.02,125.0,0.09,488.0
10,77.0,7.25,2.0,7.55,2.0,0.05,31.0,0.11,328.0
11,77.5,6.7,31.0,7.1,38.0,0.05,75.0,0.16,147.0
12,78.0,6.2,122.0,6.6,2.0,0.07,57.0,0.13,365.0
13,78.5,5.75,154.0,6.15,171.0,0.08,100.0,0.1,16.0
14,79.0,5.25,31.0,5.7,96.0,0.1,92.0,0.11,5.0
15,79.5,4.75,31.0,5.2,73.0,0.12,62.0,0.13,3.0
16,80.0,4.3,6.0,4.75,83.0,0.14,122.0,0.16,9.0
17,80.5,3.8,192.0,4.3,279.0,0.17,100.0,0.19,6.0
18,81.0,3.5,12.0,3.65,329.0,0.22,70.0,0.23,6.0
19,81.5,3.0,187.0,3.2,449.0,0.27,99.0,0.29,15.0
20,82.0,2.66,16.0,2.7,4.0,0.34,74.0,0.36,3.0
21,82.5,2.26,36.0,2.29,5.0,0.44,34.0,0.45,5.0
22,83.0,1.86,41.0,1.91,6.0,0.55,26.0,0.57,44.0
23,83.5,1.51,21.0,1.55,7.0,0.69,71.0,0.72,64.0
24,84.0,1.2,22.0,1.23,38.0,0.87,30.0,0.89,20.0
25,84.5,0.91,43.0,0.95,110.0,1.08,25.0,1.11,47.0
26,85.0,0.67,63.0,0.7,97.0,1.33,47.0,1.37,45.0
27,85.5,0.48,17.0,0.5,106.0,1.64,14.0,1.67,25.0
28,86.0,0.32,31.0,0.34,101.0,1.98,11.0,2.02,11.0
29,86.5,0.2,119.0,0.23,59.0,2.31,149.0,2.44,93.0
30,87.0,0.13,20.0,0.15,115.0,2.65,219.0,2.9,10.0
31,87.5,0.07,115.0,0.09,7.0,3.1,75.0,3.45,44.0
32,88.0,0.04,17.0,0.05,2.0,3.55,66.0,3.9,36.0
33,88.5,0.02,53.0,0.05,105.0,4.1,7.0,4.4,210.0
34,89.0,0.0,0.0,0.06,512.0,4.6,37.0,4.85,40.0
35,89.5,0.0,0.0,0.06,402.0,5.05,152.0,5.4,228.0
36,90.0,0.0,0.0,0.02,66.0,5.55,66.0,5.9,98.0
37,90.5,0.0,0.0,0.03,44.0,6.05,152.0,6.4,273.0
38,91.0,0.0,0.0,0.03,59.0,6.6,21.0,6.85,36.0
39,92.0,0.0,0.0,0.02,51.0,7.6,2.0,7.9,71.0
40,92.5,0.0,0.0,0.02,76.0,8.05,93.0,8.3,4.0
41,93.0,0.0,0.0,0.02,49.0,8.6,2.0,8.85,2.0
42,94.0,0.0,0.0,0.02,69.0,9.6,2.0,9.8,2.0
43,95.0,0.0,0.0,0.02,64.0,10.55,115.0,10.9,258.0
44,96.0,0.0,0.0,0.02,50.0,11.55,85.0,11.9,94.0
45,97.0,0.0,0.0,0.02,50.0,12.55,71.0,12.85,17.0
46,100.0,0.0,0.0,0.02,62.0,15.55,66.0,15.9,146.0
47,105.0,0.0,0.0,0.02,55.0,20.55,66.0,20.9,38.0
48,110.0,0.0,0.0,0.02,50.0,25.55,66.0,25.9,98.0
49,115.0,0.0,0.0,0.02,62.0,30.55,66.0,30.9,98.0
