7.000000000000000000e+01,5.000000000000000000e+01,1.600000000000000000e+01,nan,0.000000000000000000e+00
7.500000000000000000e+01,4.514999999999999858e+01,3.600000000000000000e+01,nan,0.000000000000000000e+00
8.000000000000000000e+01,4.020000000000000284e+01,3.600000000000000000e+01,nan,0.000000000000000000e+00
8.500000000000000000e+01,3.489999999999999858e+01,3.600000000000000000e+01,nan,0.000000000000000000e+00
9.000000000000000000e+01,3.125000000000000000e+01,3.600000000000000000e+01,nan,0.000000000000000000e+00
9.500000000000000000e+01,2.625000000000000000e+01,3.600000000000000000e+01,nan,0.000000000000000000e+00
1.000000000000000000e+02,2.125000000000000000e+01,3.600000000000000000e+01,nan,0.000000000000000000e+00
1.030000000000000000e+02,1.825000000000000000e+01,2.900000000000000000e+01,nan,0.000000000000000000e+00
1.040000000000000000e+02,1.644999999999999929e+01,3.600000000000000000e+01,nan,0.000000000000000000e+00
1.050000000000000000e+02,1.565000000000000036e+01,3.600000000000000000e+01,1.000000000000000021e-02,4.200000000000000000e+01
1.060000000000000000e+02,1.530000000000000071e+01,1.100000000000000000e+01,nan,0.000000000000000000e+00
1.070000000000000000e+02,1.425000000000000000e+01,1.100000000000000000e+01,nan,0.000000000000000000e+00
1.080000000000000000e+02,1.330000000000000071e+01,3.600000000000000000e+01,nan,0.000000000000000000e+00
1.090000000000000000e+02,1.230000000000000071e+01,3.600000000000000000e+01,2.999999999999999889e-02,1.410000000000000000e+02
1.100000000000000000e+02,1.134999999999999964e+01,5.200000000000000000e+01,5.999999999999999778e-02,1.100000000000000000e+01
1.110000000000000000e+02,1.034999999999999964e+01,3.600000000000000000e+01,5.000000000000000278e-02,8.700000000000000000e+01
1.120000000000000000e+02,9.349999999999999645e+00,3.600000000000000000e+01,1.100000000000000006e-01,1.000000000000000000e+00
1.130000000000000000e+02,8.400000000000000355e+00,5.400000000000000000e+01,1.400000000000000133e-01,2.100000000000000000e+01
1.140000000000000000e+02,7.400000000000000355e+00,3.600000000000000000e+01,1.900000000000000022e-01,4.800000000000000000e+01
1.150000000000000000e+02,6.450000000000000178e+00,7.200000000000000000e+01,2.600000000000000089e-01,4.700000000000000000e+01
1.160000000000000000e+02,5.500000000000000000e+00,7.900000000000000000e+01,3.599999999999999867e-01,5.700000000000000000e+01
1.170000000000000000e+02,4.599999999999999645e+00,6.700000000000000000e+01,5.000000000000000000e-01,7.500000000000000000e+01
1.180000000000000000e+02,3.750000000000000000e+00,5.100000000000000000e+01,6.999999999999999556e-01,6.500000000000000000e+01
1.190000000000000000e+02,2.939999999999999947e+00,2.400000000000000000e+01,9.699999999999999734e-01,6.700000000000000000e+01
1.200000000000000000e+02,2.200000000000000178e+00,3.100000000000000000e+01,1.340000000000000080e+00,6.500000000000000000e+01
1.210000000000000000e+02,1.560000000000000053e+00,5.500000000000000000e+01,1.830000000000000071e+00,3.500000000000000000e+01
1.220000000000000000e+02,1.050000000000000044e+00,3.700000000000000000e+01,2.439999999999999947e+00,2.100000000000000000e+01
1.230000000000000000e+02,6.600000000000000311e-01,2.000000000000000000e+00,3.149999999999999911e+00,3.100000000000000000e+01
1.240000000000000000e+02,3.900000000000000133e-01,5.000000000000000000e+00,3.899999999999999911e+00,8.400000000000000000e+01
1.250000000000000000e+02,2.200000000000000011e-01,5.000000000000000000e+00,4.799999999999999822e+00,5.300000000000000000e+01
1.260000000000000000e+02,1.300000000000000044e-01,1.000000000000000000e+00,5.599999999999999645e+00,4.100000000000000000e+01
1.270000000000000000e+02,5.999999999999999778e-02,1.250000000000000000e+02,6.599999999999999645e+00,3.600000000000000000e+01
1.300000000000000000e+02,1.000000000000000021e-02,7.700000000000000000e+01,9.550000000000000711e+00,1.000000000000000000e+01
1.350000000000000000e+02,nan,0.000000000000000000e+00,1.450000000000000000e+01,5.300000000000000000e+01
1.400000000000000000e+02,nan,0.000000000000000000e+00,1.939999999999999858e+01,3.600000000000000000e+01
1.450000000000000000e+02,nan,0.000000000000000000e+00,2.439999999999999858e+01,1.100000000000000000e+01
1.500000000000000000e+02,nan,0.000000000000000000e+00,2.875000000000000000e+01,1.000000000000000000e+01
1.550000000000000000e+02,nan,0.000000000000000000e+00,3.325000000000000000e+01,3.600000000000000000e+01
1.600000000000000000e+02,nan,0.000000000000000000e+00,3.835000000000000142e+01,3.600000000000000000e+01
1.650000000000000000e+02,nan,0.000000000000000000e+00,4.329999999999999716e+01,1.000000000000000000e+01
1.700000000000000000e+02,nan,0.000000000000000000e+00,4.795000000000000284e+01,9.000000000000000000e+00
