,Strike Price,Call bid price,Call bid size,Call ask price,Call ask size,Put bid price,Put bid size,Put ask price,Put ask size
0,60.0,57.6,28.0,58.75,20.0,0.19,85.0,0.67,84.0
1,65.0,52.65,20.0,53.75,20.0,0.35,60.0,0.94,120.0
2,70.0,45.5,30.0,50.5,30.0,0.8,20.0,1.11,65.0
3,75.0,41.0,30.0,46.0,30.0,1.19,20.0,1.51,30.0
4,80.0,37.9,20.0,39.1,20.0,1.37,60.0,2.03,60.0
5,85.0,33.3,30.0,34.4,37.0,1.98,60.0,2.98,109.0
6,90.0,26.0,30.0,29.85,21.0,3.15,20.0,3.55,92.0
7,95.0,24.1,30.0,25.1,35.0,4.0,60.0,4.55,17.0
8,100.0,20.5,20.0,21.05,30.0,5.15,60.0,6.2,170.0
9,105.0,16.9,49.0,17.4,43.0,5.55,60.0,8.05,173.0
10,110.0,13.65,20.0,14.25,108.0,8.6,60.0,10.1,153.0
11,115.0,10.2,45.0,11.5,99.0,10.85,11.0,11.55,96.0
12,120.0,7.75,60.0,8.85,36.0,13.4,55.0,14.75,149.0
13,125.0,5.65,60.0,6.8,113.0,16.1,33.0,17.2,31.0
14,130.0,4.15,60.0,5.1,99.0,19.35,35.0,20.7,137.0
15,135.0,2.73,20.0,4.2,149.0,23.45,30.0,24.35,135.0
16,140.0,2.28,53.0,2.73,134.0,27.35,45.0,28.45,20.0
17,145.0,0.28,60.0,1.79,23.0,31.4,38.0,32.2,20.0
18,150.0,0.73,140.0,1.35,60.0,35.65,133.0,36.65,40.0
19,155.0,0.45,136.0,0.82,60.0,39.7,22.0,42.05,21.0
20,160.0,0.25,91.0,0.53,20.0,44.3,22.0,46.7,21.0
21,165.0,0.11,82.0,0.57,73.0,47.7,1.0,52.5,20.0
22,170.0,0.04,76.0,0.4,75.0,52.9,10.0,57.5,20.0
