,Strike Price,Call bid price,Call bid size,Call ask price,Call ask size,Put bid price,Put bid size,Put ask price,Put ask size
0,150.0,35.25,6.0,37.85,6.0,0.0,0.0,1.8,20.0
1,152.5,32.4,6.0,35.5,6.0,0.0,0.0,1.8,20.0
2,155.0,30.15,6.0,32.9,6.0,0.0,0.0,1.81,20.0
3,157.5,27.55,6.0,30.45,6.0,0.0,0.0,1.82,20.0
4,160.0,24.9,6.0,27.95,6.0,0.0,0.0,1.83,20.0
5,162.5,22.65,6.0,25.7,6.0,0.0,0.0,1.1,20.0
6,165.0,20.1,6.0,23.05,6.0,0.0,0.0,1.24,20.0
7,167.5,17.9,6.0,20.6,6.0,0.0,0.0,1.3,25.0
8,170.0,15.75,6.0,17.95,20.0,0.0,0.0,1.46,25.0
9,172.5,13.35,6.0,15.55,20.0,0.0,0.0,1.68,25.0
10,175.0,11.0,20.0,13.45,6.0,0.0,0.0,1.83,25.0
11,177.5,8.65,25.0,10.8,20.0,0.0,0.0,1.77,20.0
12,180.0,6.4,26.0,8.9,25.0,0.05,46.0,2.07,20.0
13,182.5,4.15,26.0,6.7,20.0,0.24,26.0,2.89,20.0
14,185.0,2.25,20.0,4.85,20.0,1.01,6.0,3.15,20.0
15,187.5,1.05,20.0,3.45,20.0,2.01,20.0,4.35,30.0
16,190.0,0.05,20.0,2.12,20.0,3.55,6.0,5.95,26.0
17,192.5,0.0,0.0,1.29,20.0,5.35,20.0,7.6,20.0
18,195.0,0.0,0.0,1.96,20.0,7.65,20.0,10.3,20.0
19,197.5,0.0,0.0,1.9,20.0,10.15,20.0,12.45,20.0
20,200.0,0.0,0.0,1.43,20.0,12.6,20.0,14.85,20.0
21,202.5,0.0,0.0,1.84,20.0,14.95,20.0,17.55,20.0
22,205.0,0.0,0.0,1.82,20.0,17.55,6.0,20.35,6.0
23,207.5,0.0,0.0,1.8,20.0,19.85,6.0,22.85,6.0
24,210.0,0.0,0.0,1.79,20.0,22.55,6.0,25.2,6.0
25,212.5,0.0,0.0,1.78,20.0,25.05,6.0,27.65,6.0
26,215.0,0.0,0.0,1.77,20.0,27.15,6.0,30.55,6.0
27,217.5,0.0,0.0,1.76,20.0,29.7,6.0,33.05,6.0
28,220.0,0.0,0.0,1.76,20.0,32.1,6.0,35.7,9.0
29,222.5,0.0,0.0,1.76,20.0,34.55,6.0,38.05,6.0
