date,expiration date,days till exp,adj strike,ask price,bid price,open interest,delta interest,adj ask breakeven,raw ask breakeven,adj bid breakeven,raw bid breakeven,adj closing,adj exp closing
2016-03-15,2018-01-19,483,3.0,1.16,1.0,238,0,-0.65,-0.65,-0.49,-0.49,2.49,12.59
2016-03-15,2018-01-19,483,3.5,1.59,1.3,13,0,-0.58,-0.58,-0.29,-0.29,2.49,12.59
2016-03-15,2018-01-19,483,4.0,2.01,1.63,1274,0,-0.5,-0.5,-0.12,-0.12,2.49,12.59
2016-03-15,2018-01-19,483,4.5,2.41,2.01,0,0,-0.4,-0.4,0.0,0.0,2.49,12.59
2016-03-15,2018-01-19,483,5.0,2.85,2.42,80,0,-0.34,-0.34,0.09,0.09,2.49,12.59
2016-03-16,2016-03-18,2,0.5,0.02,0.0,0,0,-2.15,-2.15,-2.13,-2.13,2.63,2.93
2016-03-16,2016-03-18,2,1.0,0.05,0.0,0,0,-1.68,-1.68,-1.63,-1.63,2.63,2.93
2016-03-16,2016-03-18,2,1.5,0.05,0.0,184,0,-1.18,-1.18,-1.13,-1.13,2.63,2.93
2016-03-16,2016-03-18,2,2.0,0.01,0.0,2319,-10,-0.64,-0.64,-0.63,-0.63,2.63,2.93
2016-03-16,2016-03-18,2,2.5,0.04,0.02,1216,22,-0.17,-0.17,-0.15,-0.15,2.63,2.93
2016-03-16,2016-03-18,2,3.0,0.54,0.34,302,0,-0.17,-0.17,0.03,0.03,2.63,2.93
2016-03-16,2016-03-18,2,3.5,1.06,0.83,10,0,-0.19,-0.19,0.04,0.04,2.63,2.93
2016-03-16,2016-03-18,2,4.0,1.54,1.33,0,0,-0.17,-0.17,0.04,0.04,2.63,2.93
2016-03-16,2016-03-18,2,4.5,1.97,1.72,0,0,-0.1,-0.1,0.15,0.15,2.63,2.93
2016-03-16,2016-03-18,2,5.0,2.47,0.91,0,0,-0.1,-0.1,1.46,1.46,2.63,2.93
2016-03-16,2016-03-18,2,5.5,2.97,1.4,0,0,-0.1,-0.1,1.47,1.47,2.63,2.93
2016-03-16,2016-03-18,2,6.0,3.5,1.89,0,0,-0.13,-0.13,1.48,1.48,2.63,2.93
2016-03-16,2016-03-18,2,7.0,4.5,2.89,0,0,-0.13,-0.13,1.48,1.48,2.63,2.93
2016-03-16,2016-03-24,6,0.5,0.02,0.0,100,0,-2.15,-2.15,-2.13,-2.13,2.63,2.79
2016-03-16,2016-03-24,6,1.0,0.02,0.0,0,0,-1.65,-1.65,-1.63,-1.63,2.63,2.79
2016-03-16,2016-03-24,6,1.5,0.03,0.0,0,0,-1.16,-1.16,-1.13,-1.13,2.63,2.79
2016-03-16,2016-03-24,6,2.0,0.05,0.0,241,0,-0.68,-0.68,-0.63,-0.63,2.63,2.79
2016-03-16,2016-03-24,6,2.5,0.07,0.05,98,-1,-0.2,-0.2,-0.18,-0.18,2.63,2.79
2016-03-16,2016-03-24,6,3.0,0.44,0.35,2,0,-0.07,-0.07,0.02,0.02,2.63,2.79
2016-03-16,2016-03-24,6,3.5,0.92,0.85,0,0,-0.05,-0.05,0.02,0.02,2.63,2.79
2016-03-16,2016-03-24,6,4.0,1.43,1.34,0,0,-0.06,-0.06,0.03,0.03,2.63,2.79
2016-03-16,2016-04-01,12,0.5,0.02,0.0,100,0,-2.15,-2.15,-2.13,-2.13,2.63,2.83
2016-03-16,2016-04-01,12,1.0,0.02,0.0,0,0,-1.65,-1.65,-1.63,-1.63,2.63,2.83
2016-03-16,2016-04-01,12,1.5,0.05,0.0,0,0,-1.18,-1.18,-1.13,-1.13,2.63,2.83
2016-03-16,2016-04-01,12,2.0,0.02,0.0,338,0,-0.65,-0.65,-0.63,-0.63,2.63,2.83
2016-03-16,2016-04-01,12,2.5,0.1,0.07,54,1,-0.23,-0.23,-0.2,-0.2,2.63,2.83
2016-03-16,2016-04-01,12,3.0,0.45,0.37,0,0,-0.08,-0.08,0.0,0.0,2.63,2.83
2016-03-16,2016-04-01,12,3.5,0.93,0.85,0,0,-0.06,-0.06,0.02,0.02,2.63,2.83
2016-03-16,2016-04-01,12,4.0,1.43,1.35,0,0,-0.06,-0.06,0.02,0.02,2.63,2.83
2016-03-16,2016-04-08,17,0.5,0.02,0.0,0,0,-2.15,-2.15,-2.13,-2.13,2.63,2.74
2016-03-16,2016-04-08,17,1.0,0.02,0.0,0,0,-1.65,-1.65,-1.63,-1.63,2.63,2.74
2016-03-16,2016-04-08,17,1.5,0.05,0.0,0,0,-1.18,-1.18,-1.13,-1.13,2.63,2.74
2016-03-16,2016-04-08,17,2.0,0.03,0.0,411,0,-0.66,-0.66,-0.63,-0.63,2.63,2.74
2016-03-16,2016-04-08,17,2.5,0.13,0.1,80,3,-0.26,-0.26,-0.23,-0.23,2.63,2.74
2016-03-16,2016-04-08,17,3.0,0.46,0.39,1,0,-0.09,-0.09,-0.02,-0.02,2.63,2.74
2016-03-16,2016-04-08,17,3.5,0.94,0.85,0,0,-0.07,-0.07,0.02,0.02,2.63,2.74
2016-03-16,2016-04-08,17,4.0,1.43,1.35,0,0,-0.06,-0.06,0.02,0.02,2.63,2.74
2016-03-16,2016-04-15,22,0.5,0.02,0.0,0,0,-2.15,-2.15,-2.13,-2.13,2.63,2.7
2016-03-16,2016-04-15,22,1.0,0.03,0.0,10,0,-1.66,-1.66,-1.63,-1.63,2.63,2.7
2016-03-16,2016-04-15,22,1.5,0.02,0.0,1615,86,-1.15,-1.15,-1.13,-1.13,2.63,2.7
2016-03-16,2016-04-15,22,2.0,0.05,0.03,3756,0,-0.68,-0.68,-0.66,-0.66,2.63,2.7
2016-03-16,2016-04-15,22,2.5,0.17,0.15,2472,29,-0.3,-0.3,-0.28,-0.28,2.63,2.7
2016-03-16,2016-04-15,22,3.0,0.51,0.44,4879,-1,-0.14,-0.14,-0.07,-0.07,2.63,2.7
2016-03-16,2016-04-15,22,3.5,0.98,0.86,401,0,-0.11,-0.11,0.01,0.01,2.63,2.7
2016-03-16,2016-04-15,22,4.0,1.45,1.34,756,0,-0.08,-0.08,0.03,0.03,2.63,2.7
2016-03-16,2016-04-15,22,4.5,3.6,0.41,0,0,-1.73,-1.73,1.46,1.46,2.63,2.7
2016-03-16,2016-04-15,22,5.0,2.45,2.34,0,0,-0.08,-0.08,0.03,0.03,2.63,2.7
2016-03-16,2016-04-15,22,5.5,2.95,2.83,0,0,-0.08,-0.08,0.04,0.04,2.63,2.7
2016-03-16,2016-04-15,22,6.0,3.45,3.3,1,0,-0.08,-0.08,0.07,0.07,2.63,2.7
2016-03-16,2016-04-22,27,0.5,0.02,0.0,0,0,-2.15,-2.15,-2.13,-2.13,2.63,3.99
2016-03-16,2016-04-22,27,1.0,0.07,0.0,0,0,-1.7,-1.7,-1.63,-1.63,2.63,3.99
2016-03-16,2016-04-22,27,1.5,0.08,0.0,0,0,-1.21,-1.21,-1.13,-1.13,2.63,3.99
2016-03-16,2016-04-22,27,2.0,0.1,0.03,125,0,-0.73,-0.73,-0.66,-0.66,2.63,3.99
2016-03-16,2016-04-22,27,2.5,0.19,0.16,61,0,-0.32,-0.32,-0.29,-0.29,2.63,3.99
2016-03-16,2016-04-22,27,3.0,0.66,0.41,0,0,-0.29,-0.29,-0.04,-0.04,2.63,3.99
2016-03-16,2016-04-22,27,3.5,1.25,0.77,0,0,-0.38,-0.38,0.1,0.1,2.63,3.99
2016-03-16,2016-04-22,27,4.0,1.74,1.27,0,0,-0.37,-0.37,0.1,0.1,2.63,3.99
2016-03-16,2016-04-22,27,4.5,2.24,1.76,0,0,-0.37,-0.37,0.11,0.11,2.63,3.99
2016-03-16,2016-04-29,32,0.5,0.02,0.0,0,0,-2.15,-2.15,-2.13,-2.13,2.63,3.55
2016-03-16,2016-04-29,32,1.0,0.04,0.0,0,0,-1.67,-1.67,-1.63,-1.63,2.63,3.55
2016-03-16,2016-04-29,32,1.5,0.06,0.0,0,0,-1.19,-1.19,-1.13,-1.13,2.63,3.55
2016-03-16,2016-04-29,32,2.0,0.1,0.04,110,0,-0.73,-0.73,-0.67,-0.67,2.63,3.55
2016-03-16,2016-04-29,32,2.5,0.22,0.17,46,45,-0.35,-0.35,-0.3,-0.3,2.63,3.55
2016-03-16,2016-04-29,32,3.0,0.56,0.44,10,10,-0.19,-0.19,-0.07,-0.07,2.63,3.55
2016-03-16,2016-04-29,32,3.5,0.99,0.87,0,0,-0.12,-0.12,0.0,0.0,2.63,3.55
2016-03-16,2016-04-29,32,4.0,1.45,1.35,0,0,-0.08,-0.08,0.02,0.02,2.63,3.55
2016-03-16,2016-04-29,32,4.5,1.94,1.85,0,0,-0.07,-0.07,0.02,0.02,2.63,3.55
2016-03-16,2016-07-15,87,0.5,0.03,0.0,50,0,-2.16,-2.16,-2.13,-2.13,2.63,5.14
2016-03-16,2016-07-15,87,1.0,0.07,0.0,50,0,-1.7,-1.7,-1.63,-1.63,2.63,5.14
2016-03-16,2016-07-15,87,1.5,0.09,0.03,477,0,-1.22,-1.22,-1.16,-1.16,2.63,5.14
2016-03-16,2016-07-15,87,2.0,0.16,0.12,7345,0,-0.79,-0.79,-0.75,-0.75,2.63,5.14
2016-03-16,2016-07-15,87,2.5,0.34,0.3,13709,500,-0.47,-0.47,-0.43,-0.43,2.63,5.14
2016-03-16,2016-07-15,87,3.0,0.63,0.58,9940,100,-0.26,-0.26,-0.21,-0.21,2.63,5.14
2016-03-16,2016-07-15,87,3.5,1.08,0.96,1837,0,-0.21,-0.21,-0.09,-0.09,2.63,5.14
2016-03-16,2016-07-15,87,4.0,1.51,1.38,5064,0,-0.14,-0.14,-0.01,-0.01,2.63,5.14
2016-03-16,2016-07-15,87,4.5,1.97,1.86,173,0,-0.1,-0.1,0.01,0.01,2.63,5.14
2016-03-16,2016-07-15,87,5.0,2.45,2.35,0,0,-0.08,-0.08,0.02,0.02,2.63,5.14
2016-03-16,2016-07-15,87,5.5,2.94,2.85,0,0,-0.07,-0.07,0.02,0.02,2.63,5.14
2016-03-16,2016-10-21,157,0.5,0.05,0.0,0,0,-2.18,-2.18,-2.13,-2.13,2.63,6.52
2016-03-16,2016-10-21,157,1.0,0.11,0.01,0,0,-1.74,-1.74,-1.64,-1.64,2.63,6.52
2016-03-16,2016-10-21,157,1.5,0.18,0.07,0,0,-1.31,-1.31,-1.2,-1.2,2.63,6.52
2016-03-16,2016-10-21,157,2.0,0.26,0.21,126,50,-0.89,-0.89,-0.84,-0.84,2.63,6.52
2016-03-16,2016-10-21,157,2.5,0.46,0.41,2018,0,-0.59,-0.59,-0.54,-0.54,2.63,6.52
2016-03-16,2016-10-21,157,3.0,0.85,0.69,1085,0,-0.48,-0.48,-0.32,-0.32,2.63,6.52
2016-03-16,2016-10-21,157,3.5,1.23,1.05,50,0,-0.36,-0.36,-0.18,-0.18,2.63,6.52
2016-03-16,2016-10-21,157,4.0,1.65,1.47,0,0,-0.28,-0.28,-0.1,-0.1,2.63,6.52
2016-03-16,2016-10-21,157,4.5,2.07,1.88,0,0,-0.2,-0.2,-0.01,-0.01,2.63,6.52
2016-03-16,2016-10-21,157,5.0,2.52,2.38,0,0,-0.15,-0.15,-0.01,-0.01,2.63,6.52
2016-03-16,2016-10-21,157,5.5,2.99,2.86,0,0,-0.12,-0.12,0.01,0.01,2.63,6.52
2016-03-16,2017-01-20,222,0.5,0.05,0.0,27,0,-2.18,-2.18,-2.13,-2.13,2.63,9.75
2016-03-16,2017-01-20,222,1.0,0.1,0.05,25566,0,-1.73,-1.73,-1.68,-1.68,2.63,9.75
2016-03-16,2017-01-20,222,1.5,0.2,0.13,15634,1,-1.33,-1.33,-1.26,-1.26,2.63,9.75
2016-03-16,2017-01-20,222,2.0,0.34,0.28,25335,2,-0.97,-0.97,-0.91,-0.91,2.63,9.75
2016-03-16,2017-01-20,222,2.5,0.56,0.53,18487,40,-0.69,-0.69,-0.66,-0.66,2.63,9.75
2016-03-16,2017-01-20,222,3.0,0.9,0.79,27865,0,-0.53,-0.53,-0.42,-0.42,2.63,9.75
2016-03-16,2017-01-20,222,3.5,1.21,1.14,7668,0,-0.34,-0.34,-0.27,-0.27,2.63,9.75
2016-03-16,2017-01-20,222,4.0,1.61,1.53,8723,0,-0.24,-0.24,-0.16,-0.16,2.63,9.75
2016-03-16,2017-01-20,222,4.5,2.16,1.98,3030,0,-0.29,-0.29,-0.11,-0.11,2.63,9.75
2016-03-16,2017-01-20,222,5.0,2.59,2.41,18863,0,-0.22,-0.22,-0.04,-0.04,2.63,9.75
2016-03-16,2017-01-20,222,5.5,3.05,2.88,3576,0,-0.18,-0.18,-0.01,-0.01,2.63,9.75
2016-03-16,2017-01-20,222,7.0,4.5,4.35,4471,0,-0.13,-0.13,0.02,0.02,2.63,9.75
2016-03-16,2018-01-19,482,0.5,0.16,0.0,11,0,-2.29,-2.29,-2.13,-2.13,2.63,12.59
2016-03-16,2018-01-19,482,1.0,0.24,0.12,160,0,-1.87,-1.87,-1.75,-1.75,2.63,12.59
2016-03-16,2018-01-19,482,1.5,0.46,0.24,3387,0,-1.59,-1.59,-1.37,-1.37,2.63,12.59
2016-03-16,2018-01-19,482,2.0,0.63,0.44,10871,0,-1.26,-1.26,-1.07,-1.07,2.63,12.59
2016-03-16,2018-01-19,482,2.5,1.03,0.75,154,0,-1.16,-1.16,-0.88,-0.88,2.63,12.59
2016-03-16,2018-01-19,482,3.0,1.32,0.97,238,0,-0.95,-0.95,-0.6,-0.6,2.63,12.59
2016-03-16,2018-01-19,482,3.5,1.7,1.28,13,0,-0.83,-0.83,-0.41,-0.41,2.63,12.59
2016-03-16,2018-01-19,482,4.0,2.11,1.64,1274,0,-0.74,-0.74,-0.27,-0.27,2.63,12.59
2016-03-16,2018-01-19,482,4.5,2.54,2.04,0,0,-0.67,-0.67,-0.17,-0.17,2.63,12.59
2016-03-16,2018-01-19,482,5.0,2.97,2.46,80,0,-0.6,-0.6,-0.09,-0.09,2.63,12.59
2016-03-17,2016-03-24,5,0.5,0.02,0.0,100,0,-2.32,-2.32,-2.3,-2.3,2.8,2.79
2016-03-17,2016-03-24,5,1.0,0.02,0.0,0,0,-1.82,-1.82,-1.8,-1.8,2.8,2.79
2016-03-17,2016-03-24,5,1.5,0.02,0.0,0,0,-1.32,-1.32,-1.3,-1.3,2.8,2.79
2016-03-17,2016-03-24,5,2.0,0.05,0.0,241,0,-0.85,-0.85,-0.8,-0.8,2.8,2.79
2016-03-17,2016-03-24,5,2.5,0.03,0.01,398,300,-0.33,-0.33,-0.31,-0.31,2.8,2.79
2016-03-17,2016-03-24,5,3.0,0.3,0.2,13,11,-0.1,-0.1,0.0,0.0,2.8,2.79
2016-03-17,2016-03-24,5,3.5,0.77,0.68,0,0,-0.07,-0.07,0.02,0.02,2.8,2.79
2016-03-17,2016-03-24,5,4.0,1.26,1.17,0,0,-0.06,-0.06,0.03,0.03,2.8,2.79
2016-03-17,2016-03-24,5,4.5,1.75,1.65,0,0,-0.05,-0.05,0.05,0.05,2.8,2.79
2016-03-17,2016-03-24,5,5.0,2.23,2.16,0,0,-0.03,-0.03,0.04,0.04,2.8,2.79
2016-03-17,2016-04-01,11,0.5,0.02,0.0,100,0,-2.32,-2.32,-2.3,-2.3,2.8,2.83
2016-03-17,2016-04-01,11,1.0,0.02,0.0,0,0,-1.82,-1.82,-1.8,-1.8,2.8,2.83
2016-03-17,2016-04-01,11,1.5,0.04,0.0,0,0,-1.34,-1.34,-1.3,-1.3,2.8,2.83
2016-03-17,2016-04-01,11,2.0,0.03,0.0,338,0,-0.83,-0.83,-0.8,-0.8,2.8,2.83
2016-03-17,2016-04-01,11,2.5,0.06,0.03,59,5,-0.36,-0.36,-0.33,-0.33,2.8,2.83
2016-03-17,2016-04-01,11,3.0,0.32,0.23,0,0,-0.12,-0.12,-0.03,-0.03,2.8,2.83
2016-03-17,2016-04-01,11,3.5,0.77,0.68,0,0,-0.07,-0.07,0.02,0.02,2.8,2.83
2016-03-17,2016-04-01,11,4.0,1.27,1.17,0,0,-0.07,-0.07,0.03,0.03,2.8,2.83
2016-03-17,2016-04-08,16,0.5,0.02,0.0,0,0,-2.32,-2.32,-2.3,-2.3,2.8,2.74
2016-03-17,2016-04-08,16,1.0,0.02,0.0,0,0,-1.82,-1.82,-1.8,-1.8,2.8,2.74
2016-03-17,2016-04-08,16,1.5,0.05,0.0,0,0,-1.35,-1.35,-1.3,-1.3,2.8,2.74
2016-03-17,2016-04-08,16,2.0,0.05,0.0,411,0,-0.85,-0.85,-0.8,-0.8,2.8,2.74
2016-03-17,2016-04-08,16,2.5,0.09,0.05,392,312,-0.39,-0.39,-0.35,-0.35,2.8,2.74
2016-03-17,2016-04-08,16,3.0,0.34,0.28,1,0,-0.14,-0.14,-0.08,-0.08,2.8,2.74
2016-03-17,2016-04-08,16,3.5,0.79,0.69,0,0,-0.09,-0.09,0.01,0.01,2.8,2.74
2016-03-17,2016-04-08,16,4.0,1.27,1.18,0,0,-0.07,-0.07,0.02,0.02,2.8,2.74
2016-03-17,2016-04-15,21,0.5,0.02,0.0,0,0,-2.32,-2.32,-2.3,-2.3,2.8,2.7
2016-03-17,2016-04-15,21,1.0,0.03,0.0,10,0,-1.83,-1.83,-1.8,-1.8,2.8,2.7
2016-03-17,2016-04-15,21,1.5,0.01,0.0,1615,0,-1.31,-1.31,-1.3,-1.3,2.8,2.7
2016-03-17,2016-04-15,21,2.0,0.03,0.02,3640,-116,-0.83,-0.83,-0.82,-0.82,2.8,2.7
2016-03-17,2016-04-15,21,2.5,0.11,0.1,2834,362,-0.41,-0.41,-0.4,-0.4,2.8,2.7
2016-03-17,2016-04-15,21,3.0,0.35,0.32,4900,21,-0.15,-0.15,-0.12,-0.12,2.8,2.7
2016-03-17,2016-04-15,21,3.5,0.82,0.7,401,0,-0.12,-0.12,0.0,0.0,2.8,2.7
2016-03-17,2016-04-15,21,4.0,1.3,1.17,756,0,-0.1,-0.1,0.03,0.03,2.8,2.7
2016-03-17,2016-04-15,21,4.5,1.84,1.64,0,0,-0.14,-0.14,0.06,0.06,2.8,2.7
2016-03-17,2016-04-15,21,5.0,2.29,2.17,0,0,-0.09,-0.09,0.03,0.03,2.8,2.7
2016-03-17,2016-04-15,21,5.5,2.78,2.67,0,0,-0.08,-0.08,0.03,0.03,2.8,2.7
2016-03-17,2016-04-15,21,6.0,3.25,3.15,1,0,-0.05,-0.05,0.05,0.05,2.8,2.7
2016-03-17,2016-04-22,26,0.5,0.02,0.0,0,0,-2.32,-2.32,-2.3,-2.3,2.8,3.99
2016-03-17,2016-04-22,26,1.0,0.14,0.0,0,0,-1.94,-1.94,-1.8,-1.8,2.8,3.99
2016-03-17,2016-04-22,26,1.5,0.05,0.0,0,0,-1.35,-1.35,-1.3,-1.3,2.8,3.99
2016-03-17,2016-04-22,26,2.0,0.07,0.02,125,0,-0.87,-0.87,-0.82,-0.82,2.8,3.99
2016-03-17,2016-04-22,26,2.5,0.14,0.11,122,61,-0.44,-0.44,-0.41,-0.41,2.8,3.99
2016-03-17,2016-04-22,26,3.0,0.44,0.34,5,5,-0.24,-0.24,-0.14,-0.14,2.8,3.99
2016-03-17,2016-04-22,26,3.5,1.02,0.68,0,0,-0.32,-0.32,0.02,0.02,2.8,3.99
2016-03-17,2016-04-22,26,4.0,1.42,1.15,0,0,-0.22,-0.22,0.05,0.05,2.8,3.99
2016-03-17,2016-04-22,26,4.5,1.99,1.64,0,0,-0.29,-0.29,0.06,0.06,2.8,3.99
2016-03-17,2016-04-29,31,0.5,0.02,0.0,0,0,-2.32,-2.32,-2.3,-2.3,2.8,3.55
2016-03-17,2016-04-29,31,1.0,0.03,0.0,0,0,-1.83,-1.83,-1.8,-1.8,2.8,3.55
2016-03-17,2016-04-29,31,1.5,0.07,0.0,0,0,-1.37,-1.37,-1.3,-1.3,2.8,3.55
2016-03-17,2016-04-29,31,2.0,0.07,0.03,132,22,-0.87,-0.87,-0.83,-0.83,2.8,3.55
2016-03-17,2016-04-29,31,2.5,0.15,0.12,50,4,-0.45,-0.45,-0.42,-0.42,2.8,3.55
2016-03-17,2016-04-29,31,3.0,0.46,0.35,10,0,-0.26,-0.26,-0.15,-0.15,2.8,3.55
2016-03-17,2016-04-29,31,3.5,0.85,0.72,0,0,-0.15,-0.15,-0.02,-0.02,2.8,3.55
2016-03-17,2016-04-29,31,4.0,1.3,1.19,0,0,-0.1,-0.1,0.01,0.01,2.8,3.55
2016-03-17,2016-04-29,31,4.5,1.78,1.68,0,0,-0.08,-0.08,0.02,0.02,2.8,3.55
2016-03-17,2016-07-15,86,0.5,0.03,0.0,50,0,-2.33,-2.33,-2.3,-2.3,2.8,5.14
2016-03-17,2016-07-15,86,1.0,0.07,0.0,50,0,-1.87,-1.87,-1.8,-1.8,2.8,5.14
2016-03-17,2016-07-15,86,1.5,0.05,0.02,477,0,-1.35,-1.35,-1.32,-1.32,2.8,5.14
2016-03-17,2016-07-15,86,2.0,0.14,0.1,7219,-126,-0.94,-0.94,-0.9,-0.9,2.8,5.14
2016-03-17,2016-07-15,86,2.5,0.28,0.25,13719,10,-0.58,-0.58,-0.55,-0.55,2.8,5.14
2016-03-17,2016-07-15,86,3.0,0.53,0.48,9940,0,-0.33,-0.33,-0.28,-0.28,2.8,5.14
2016-03-17,2016-07-15,86,3.5,0.98,0.79,1837,0,-0.28,-0.28,-0.09,-0.09,2.8,5.14
2016-03-17,2016-07-15,86,4.0,1.38,1.24,5064,0,-0.18,-0.18,-0.04,-0.04,2.8,5.14
2016-03-17,2016-07-15,86,4.5,1.84,1.69,173,0,-0.14,-0.14,0.01,0.01,2.8,5.14
2016-03-17,2016-07-15,86,5.0,2.29,2.2,0,0,-0.09,-0.09,0.0,0.0,2.8,5.14
2016-03-17,2016-07-15,86,5.5,2.78,2.68,0,0,-0.08,-0.08,0.02,0.02,2.8,5.14
2016-03-17,2016-10-21,156,0.5,0.05,0.0,0,0,-2.35,-2.35,-2.3,-2.3,2.8,6.52
2016-03-17,2016-10-21,156,1.0,0.11,0.01,0,0,-1.91,-1.91,-1.81,-1.81,2.8,6.52
2016-03-17,2016-10-21,156,1.5,0.17,0.06,0,0,-1.47,-1.47,-1.36,-1.36,2.8,6.52
2016-03-17,2016-10-21,156,2.0,0.24,0.18,136,10,-1.04,-1.04,-0.98,-0.98,2.8,6.52
2016-03-17,2016-10-21,156,2.5,0.41,0.37,2018,0,-0.71,-0.71,-0.67,-0.67,2.8,6.52
2016-03-17,2016-10-21,156,3.0,0.77,0.57,1085,0,-0.57,-0.57,-0.37,-0.37,2.8,6.52
2016-03-17,2016-10-21,156,3.5,1.13,0.9,50,0,-0.43,-0.43,-0.2,-0.2,2.8,6.52
2016-03-17,2016-10-21,156,4.0,1.53,1.27,0,0,-0.33,-0.33,-0.07,-0.07,2.8,6.52
2016-03-17,2016-10-21,156,4.5,1.95,1.74,0,0,-0.25,-0.25,-0.04,-0.04,2.8,6.52
2016-03-17,2016-10-21,156,5.0,2.39,2.22,0,0,-0.19,-0.19,-0.02,-0.02,2.8,6.52
2016-03-17,2016-10-21,156,5.5,2.85,2.7,0,0,-0.15,-0.15,0.0,0.0,2.8,6.52
2016-03-17,2017-01-20,221,0.5,0.04,0.01,27,0,-2.34,-2.34,-2.31,-2.31,2.8,9.75
2016-03-17,2017-01-20,221,1.0,0.11,0.05,25566,0,-1.91,-1.91,-1.85,-1.85,2.8,9.75
2016-03-17,2017-01-20,221,1.5,0.21,0.14,15634,0,-1.51,-1.51,-1.44,-1.44,2.8,9.75
2016-03-17,2017-01-20,221,2.0,0.3,0.27,25328,-7,-1.1,-1.1,-1.07,-1.07,2.8,9.75
2016-03-17,2017-01-20,221,2.5,0.52,0.48,18548,61,-0.82,-0.82,-0.78,-0.78,2.8,9.75
2016-03-17,2017-01-20,221,3.0,0.84,0.74,27865,0,-0.64,-0.64,-0.54,-0.54,2.8,9.75
2016-03-17,2017-01-20,221,3.5,1.19,0.99,7668,0,-0.49,-0.49,-0.29,-0.29,2.8,9.75
2016-03-17,2017-01-20,221,4.0,1.59,1.45,8723,0,-0.39,-0.39,-0.25,-0.25,2.8,9.75
2016-03-17,2017-01-20,221,4.5,2.05,1.77,3030,0,-0.35,-0.35,-0.07,-0.07,2.8,9.75
2016-03-17,2017-01-20,221,5.0,2.47,2.3,18878,15,-0.27,-0.27,-0.1,-0.1,2.8,9.75
2016-03-17,2017-01-20,221,5.5,2.92,2.73,3576,0,-0.22,-0.22,-0.03,-0.03,2.8,9.75
2016-03-17,2017-01-20,221,7.0,4.3,4.15,4471,0,-0.1,-0.1,0.05,0.05,2.8,9.75
2016-03-17,2018-01-19,481,0.5,0.17,0.0,11,0,-2.47,-2.47,-2.3,-2.3,2.8,12.59
2016-03-17,2018-01-19,481,1.0,0.24,0.1,160,0,-2.04,-2.04,-1.9,-1.9,2.8,12.59
2016-03-17,2018-01-19,481,1.5,0.48,0.3,3387,0,-1.78,-1.78,-1.6,-1.6,2.8,12.59
2016-03-17,2018-01-19,481,2.0,0.63,0.43,10872,1,-1.43,-1.43,-1.23,-1.23,2.8,12.59
2016-03-17,2018-01-19,481,2.5,0.79,0.71,158,4,-1.09,-1.09,-1.01,-1.01,2.8,12.59
2016-03-17,2018-01-19,481,3.0,1.17,0.77,239,1,-0.97,-0.97,-0.57,-0.57,2.8,12.59
2016-03-17,2018-01-19,481,3.5,1.69,1.05,13,0,-0.99,-0.99,-0.35,-0.35,2.8,12.59
2016-03-17,2018-01-19,481,4.0,2.07,1.37,1274,0,-0.87,-0.87,-0.17,-0.17,2.8,12.59
2016-03-17,2018-01-19,481,4.5,2.48,1.79,0,0,-0.78,-0.78,-0.09,-0.09,2.8,12.59
2016-03-17,2018-01-19,481,5.0,2.9,2.19,80,0,-0.7,-0.7,0.01,0.01,2.8,12.59
2016-03-18,2016-03-24,4,0.5,0.02,0.0,100,0,-2.45,-2.45,-2.43,-2.43,2.93,2.79
2016-03-18,2016-03-24,4,1.0,0.02,0.0,0,0,-1.95,-1.95,-1.93,-1.93,2.93,2.79
2016-03-18,2016-03-24,4,1.5,0.02,0.0,0,0,-1.45,-1.45,-1.43,-1.43,2.93,2.79
2016-03-18,2016-03-24,4,2.0,0.05,0.0,241,0,-0.98,-0.98,-0.93,-0.93,2.93,2.79
2016-03-18,2016-03-24,4,2.5,0.05,0.0,398,0,-0.48,-0.48,-0.43,-0.43,2.93,2.79
2016-03-18,2016-03-24,4,3.0,0.16,0.12,23,10,-0.09,-0.09,-0.05,-0.05,2.93,2.79
2016-03-18,2016-03-24,4,3.5,0.64,0.56,1,1,-0.07,-0.07,0.01,0.01,2.93,2.79
2016-03-18,2016-03-24,4,4.0,1.13,1.06,0,0,-0.06,-0.06,0.01,0.01,2.93,2.79
2016-03-18,2016-03-24,4,4.5,1.62,1.56,0,0,-0.05,-0.05,0.01,0.01,2.93,2.79
2016-03-18,2016-03-24,4,5.0,2.11,2.05,0,0,-0.04,-0.04,0.02,0.02,2.93,2.79
2016-03-18,2016-04-01,10,0.5,0.02,0.0,100,0,-2.45,-2.45,-2.43,-2.43,2.93,2.83
2016-03-18,2016-04-01,10,1.0,0.02,0.0,0,0,-1.95,-1.95,-1.93,-1.93,2.93,2.83
2016-03-18,2016-04-01,10,1.5,0.03,0.0,0,0,-1.46,-1.46,-1.43,-1.43,2.93,2.83
2016-03-18,2016-04-01,10,2.0,0.06,0.0,338,0,-0.99,-0.99,-0.93,-0.93,2.93,2.83
2016-03-18,2016-04-01,10,2.5,0.03,0.01,222,163,-0.46,-0.46,-0.44,-0.44,2.93,2.83
2016-03-18,2016-04-01,10,3.0,0.2,0.16,0,0,-0.13,-0.13,-0.09,-0.09,2.93,2.83
2016-03-18,2016-04-01,10,3.5,0.66,0.56,0,0,-0.09,-0.09,0.01,0.01,2.93,2.83
