1.050000000000000000e+02,2.564999999999999858e+01,1.000000000000000000e+00,nan,0.000000000000000000e+00
1.100000000000000000e+02,2.089999999999999858e+01,6.000000000000000000e+00,1.000000000000000021e-02,3.000000000000000000e+00
1.150000000000000000e+02,1.614999999999999858e+01,3.000000000000000000e+00,nan,0.000000000000000000e+00
1.170000000000000000e+02,1.409999999999999964e+01,2.100000000000000000e+01,nan,0.000000000000000000e+00
1.180000000000000000e+02,1.319999999999999929e+01,6.000000000000000000e+00,nan,0.000000000000000000e+00
1.190000000000000000e+02,1.240000000000000036e+01,1.000000000000000000e+00,nan,0.000000000000000000e+00
1.200000000000000000e+02,1.105000000000000071e+01,1.000000000000000000e+00,nan,0.000000000000000000e+00
1.210000000000000000e+02,9.949999999999999289e+00,1.300000000000000000e+01,8.999999999999999667e-02,8.800000000000000000e+01
1.220000000000000000e+02,9.800000000000000711e+00,3.100000000000000000e+01,1.499999999999999944e-01,2.400000000000000000e+01
1.230000000000000000e+02,9.500000000000000000e+00,3.100000000000000000e+01,1.799999999999999933e-01,5.000000000000000000e+01
1.240000000000000000e+02,8.349999999999999645e+00,2.000000000000000000e+01,2.200000000000000011e-01,6.500000000000000000e+01
1.250000000000000000e+02,7.349999999999999645e+00,3.070000000000000000e+02,2.700000000000000178e-01,5.000000000000000000e+01
1.260000000000000000e+02,6.900000000000000355e+00,5.270000000000000000e+02,3.400000000000000244e-01,1.600000000000000000e+01
1.270000000000000000e+02,6.299999999999999822e+00,2.100000000000000000e+01,4.199999999999999845e-01,5.200000000000000000e+01
1.280000000000000000e+02,5.299999999999999822e+00,1.270000000000000000e+02,5.500000000000000444e-01,3.100000000000000000e+01
1.290000000000000000e+02,4.599999999999999645e+00,2.300000000000000000e+01,7.199999999999999734e-01,1.100000000000000000e+01
1.300000000000000000e+02,3.799999999999999822e+00,4.500000000000000000e+01,9.300000000000000488e-01,2.300000000000000000e+01
1.310000000000000000e+02,3.100000000000000089e+00,2.300000000000000000e+01,1.199999999999999956e+00,1.000000000000000000e+01
1.320000000000000000e+02,2.450000000000000178e+00,2.600000000000000000e+01,1.550000000000000044e+00,1.000000000000000000e+01
1.330000000000000000e+02,1.879999999999999893e+00,1.100000000000000000e+01,1.969999999999999973e+00,2.300000000000000000e+01
1.340000000000000000e+02,1.389999999999999902e+00,7.000000000000000000e+00,2.479999999999999982e+00,1.600000000000000000e+01
1.350000000000000000e+02,9.899999999999999911e-01,2.000000000000000000e+00,3.049999999999999822e+00,6.400000000000000000e+01
1.360000000000000000e+02,6.800000000000000488e-01,1.700000000000000000e+01,3.750000000000000000e+00,1.600000000000000000e+01
1.370000000000000000e+02,4.500000000000000111e-01,2.100000000000000000e+01,4.450000000000000178e+00,6.300000000000000000e+01
1.380000000000000000e+02,2.899999999999999800e-01,1.600000000000000000e+01,5.250000000000000000e+00,1.230000000000000000e+02
1.390000000000000000e+02,1.900000000000000022e-01,3.000000000000000000e+00,5.750000000000000000e+00,3.010000000000000000e+02
1.400000000000000000e+02,1.199999999999999956e-01,2.100000000000000000e+01,5.700000000000000178e+00,5.300000000000000000e+01
1.410000000000000000e+02,5.999999999999999778e-02,7.900000000000000000e+01,5.950000000000000178e+00,1.000000000000000000e+00
1.420000000000000000e+02,1.000000000000000021e-02,3.980000000000000000e+02,6.849999999999999645e+00,1.000000000000000000e+00
1.430000000000000000e+02,nan,0.000000000000000000e+00,7.849999999999999645e+00,1.000000000000000000e+00
1.440000000000000000e+02,nan,0.000000000000000000e+00,8.800000000000000711e+00,3.100000000000000000e+01
1.450000000000000000e+02,nan,0.000000000000000000e+00,9.849999999999999645e+00,2.100000000000000000e+01
1.500000000000000000e+02,nan,0.000000000000000000e+00,1.475000000000000000e+01,3.100000000000000000e+01
