,Strike Price,Call bid price,Call bid size,Call ask price,Call ask size,Put bid price,Put bid size,Put ask price,Put ask size
0,100.0,17.75,10.0,22.0,10.0,0.0,0.0,0.03,35.0
1,102.0,15.95,10.0,20.3,21.0,0.0,0.0,0.03,40.0
2,103.0,14.95,10.0,19.0,10.0,0.0,0.0,0.03,40.0
3,104.0,13.95,10.0,18.3,31.0,0.0,0.0,0.03,41.0
4,105.0,12.95,10.0,17.3,31.0,0.0,0.0,0.03,25.0
5,106.0,11.6,21.0,16.1,21.0,0.0,0.0,0.09,43.0
6,107.0,10.8,21.0,15.0,10.0,0.0,0.0,0.05,34.0
7,108.0,9.95,31.0,14.1,10.0,0.0,0.0,0.05,34.0
8,109.0,8.75,7.0,13.0,7.0,0.0,0.0,0.05,35.0
9,110.0,7.75,10.0,12.0,10.0,0.0,0.0,0.05,28.0
10,111.0,7.05,1.0,10.65,10.0,0.0,0.0,0.06,1.0
11,112.0,6.0,10.0,9.85,10.0,0.04,31.0,0.08,30.0
12,113.0,5.0,6.0,9.0,6.0,0.07,31.0,0.12,31.0
13,114.0,5.5,4.0,6.95,6.0,0.11,52.0,0.14,42.0
14,115.0,4.25,9.0,6.15,10.0,0.17,17.0,0.19,5.0
15,116.0,3.85,45.0,4.4,45.0,0.26,10.0,0.28,15.0
16,117.0,2.87,45.0,3.3,10.0,0.38,17.0,0.41,15.0
17,118.0,2.35,8.0,2.41,10.0,0.58,15.0,0.61,9.0
18,119.0,1.65,12.0,1.71,18.0,0.88,8.0,0.91,11.0
19,120.0,1.07,9.0,1.11,6.0,1.28,10.0,1.33,10.0
20,121.0,0.62,13.0,0.67,17.0,1.84,8.0,1.9,2.0
21,122.0,0.32,23.0,0.36,12.0,2.33,6.0,2.64,6.0
22,123.0,0.16,9.0,0.18,32.0,3.05,45.0,3.7,66.0
23,124.0,0.07,10.0,0.09,30.0,3.35,4.0,4.85,8.0
24,125.0,0.03,14.0,0.05,21.0,4.0,1.0,7.6,10.0
25,126.0,0.0,0.0,0.04,21.0,4.3,10.0,8.45,21.0
26,127.0,0.0,0.0,0.03,19.0,5.05,21.0,9.6,10.0
27,128.0,0.0,0.0,0.03,14.0,5.9,20.0,10.5,31.0
28,129.0,0.0,0.0,0.03,9.0,7.0,10.0,11.5,31.0
29,130.0,0.0,0.0,0.03,12.0,8.0,1.0,12.45,31.0
30,131.0,0.0,0.0,0.03,9.0,9.0,11.0,13.5,41.0
31,132.0,0.0,0.0,0.03,16.0,9.9,10.0,14.4,31.0
32,133.0,0.0,0.0,0.03,7.0,11.25,10.0,15.5,31.0
33,135.0,0.0,0.0,0.03,10.0,13.0,31.0,17.3,10.0
