,Strike Price,Call bid price,Call bid size,Call ask price,Call ask size,Put bid price,Put bid size,Put ask price,Put ask size
0,70.0,47.55,2.0,52.0,1.0,0.0,0.0,0.01,100.0
1,75.0,42.85,2.0,47.0,1.0,0.0,0.0,0.02,25.0
2,80.0,37.65,10.0,42.0,1.0,0.0,0.0,0.03,16.0
3,85.0,32.7,1.0,37.0,1.0,0.02,20.0,0.03,25.0
4,90.0,28.0,1.0,32.25,1.0,0.05,33.0,0.08,10.0
5,95.0,23.0,2.0,27.5,31.0,0.11,21.0,0.2,33.0
6,100.0,18.0,1.0,22.5,21.0,0.23,31.0,0.27,10.0
7,105.0,14.9,21.0,17.55,1.0,0.45,21.0,0.52,10.0
8,110.0,10.3,31.0,11.15,31.0,0.91,21.0,1.07,38.0
9,115.0,6.3,46.0,6.65,31.0,1.93,26.0,2.09,43.0
10,120.0,3.05,46.0,3.3,34.0,3.85,51.0,4.1,46.0
11,125.0,1.08,31.0,1.22,12.0,7.0,46.0,7.3,132.0
12,130.0,0.25,76.0,0.34,31.0,10.05,9.0,11.75,43.0
13,135.0,0.06,19.0,0.09,10.0,15.7,26.0,18.55,1.0
