date,close,dividend amount
2000-03-10,4.491,0.0
2000-03-13,4.333,0.0
2000-03-14,4.08,0.0
2000-03-15,4.152,0.0
2000-03-16,4.341,0.0
2000-03-17,4.464,0.0
2000-03-20,4.393,0.0
2000-03-21,4.819,0.0
2000-03-22,5.15,0.0
2000-03-23,5.047,0.0
2000-03-24,4.953,0.0
2000-03-27,4.984,0.0
2000-03-28,4.969,0.0
2000-03-29,4.855,0.0
2000-03-30,4.491,0.0
2000-03-31,4.85,0.0
2000-04-03,4.761,0.0
2000-04-04,4.547,0.0
2000-04-05,4.656,0.0
2000-04-06,4.471,0.0
2000-04-07,4.705,0.0
2000-04-10,4.464,0.0
2000-04-11,4.266,0.0
2000-04-12,3.902,0.0
2000-04-13,4.065,0.0
2000-04-14,3.995,0.0
2000-04-17,4.424,0.0
2000-04-18,4.531,0.0
2000-04-19,4.326,0.0
2000-04-20,4.245,0.0
2000-04-24,4.304,0.0
2000-04-25,4.583,0.0
2000-04-26,4.333,0.0
2000-04-27,4.527,0.0
2000-04-28,4.431,0.0
2000-05-01,4.44,0.0
2000-05-02,4.21,0.0
2000-05-03,4.109,0.0
2000-05-04,3.953,0.0
2000-05-05,4.04,0.0
2000-05-08,3.933,0.0
2000-05-09,3.766,0.0
2000-05-10,3.547,0.0
2000-05-11,3.672,0.0
2000-05-12,3.844,0.0
2000-05-15,3.607,0.0
2000-05-16,3.775,0.0
2000-05-17,3.62,0.0
2000-05-18,3.598,0.0
2000-05-19,3.357,0.0
2000-05-22,3.212,0.0
2000-05-23,3.065,0.0
2000-05-24,3.132,0.0
2000-05-25,3.117,0.0
2000-05-26,3.085,0.0
2000-05-30,3.127,0.0
2000-05-31,3.0,0.0
2000-06-01,3.183,0.0
2000-06-02,3.306,0.0
2000-06-05,3.261,0.0
2000-06-06,3.317,0.0
2000-06-07,3.449,0.0
2000-06-08,3.386,0.0
2000-06-09,3.42,0.0
2000-06-12,3.257,0.0
2000-06-13,3.375,0.0
2000-06-14,3.23,0.0
2000-06-15,3.299,0.0
2000-06-16,3.257,0.0
2000-06-19,3.451,0.0
2000-06-20,3.616,0.0
2000-06-21,3.974,0.0
2000-06-22,3.839,0.0
2000-06-23,3.692,0.0
2000-06-26,3.866,0.0
2000-06-27,3.696,0.0
2000-06-28,3.889,0.0
2000-06-29,3.661,0.0
2000-06-30,3.741,0.0
2000-07-03,3.808,0.0
2000-07-05,3.688,0.0
2000-07-06,3.701,0.0
2000-07-07,3.889,0.0
2000-07-10,4.081,0.0
2000-07-11,4.067,0.0
2000-07-12,4.206,0.0
2000-07-13,4.036,0.0
2000-07-14,4.121,0.0
2000-07-17,4.165,0.0
2000-07-18,4.089,0.0
2000-07-19,3.764,0.0
2000-07-20,3.938,0.0
2000-07-21,3.826,0.0
2000-07-24,3.478,0.0
2000-07-25,3.576,0.0
2000-07-26,3.576,0.0
2000-07-27,3.714,0.0
2000-07-28,3.451,0.0
2000-07-31,3.629,0.0
2000-08-01,3.522,0.0
2000-08-02,3.375,0.0
2000-08-03,3.429,0.0
2000-08-04,3.384,0.0
2000-08-07,3.424,0.0
2000-08-08,3.339,0.0
2000-08-09,3.393,0.0
2000-08-10,3.397,0.0
2000-08-11,3.406,0.0
2000-08-14,3.361,0.0
2000-08-15,3.335,0.0
2000-08-16,3.464,0.0
2000-08-17,3.674,0.0
2000-08-18,3.571,0.0
2000-08-21,3.607,0.0
2000-08-22,3.692,0.0
2000-08-23,3.879,0.0
2000-08-24,4.008,0.0
2000-08-25,4.058,0.0
2000-08-28,4.147,0.0
2000-08-29,4.228,0.0
2000-08-30,4.25,0.0
2000-08-31,4.353,0.0
2000-09-01,4.531,0.0
2000-09-05,4.46,0.0
2000-09-06,4.174,0.0
2000-09-07,4.429,0.0
2000-09-08,4.206,0.0
2000-09-11,4.174,0.0
2000-09-12,4.125,0.0
2000-09-13,4.143,0.0
2000-09-14,4.061,0.0
2000-09-15,3.945,0.0
2000-09-18,4.333,0.0
2000-09-19,4.281,0.0
2000-09-20,4.361,0.0
2000-09-21,4.049,0.0
2000-09-22,3.728,0.0
2000-09-25,3.821,0.0
2000-09-26,3.674,0.0
2000-09-27,3.496,0.0
2000-09-28,3.821,0.0
2000-09-29,1.839,0.0
2000-10-02,1.732,0.0
2000-10-03,1.594,0.0
2000-10-04,1.687,0.0
2000-10-05,1.576,0.0
2000-10-06,1.585,0.0
2000-10-09,1.554,0.0
2000-10-10,1.491,0.0
2000-10-11,1.401,0.0
2000-10-12,1.429,0.0
2000-10-13,1.576,0.0
2000-10-16,1.536,0.0
2000-10-17,1.437,0.0
2000-10-18,1.437,0.0
2000-10-19,1.353,0.0
2000-10-20,1.393,0.0
2000-10-23,1.455,0.0
2000-10-24,1.348,0.0
2000-10-25,1.321,0.0
2000-10-26,1.321,0.0
2000-10-27,1.326,0.0
2000-10-30,1.379,0.0
2000-10-31,1.397,0.0
2000-11-01,1.464,0.0
2000-11-02,1.594,0.0
2000-11-03,1.589,0.0
2000-11-06,1.531,0.0
2000-11-07,1.522,0.0
2000-11-08,1.433,0.0
2000-11-09,1.442,0.0
2000-11-10,1.361,0.0
2000-11-13,1.384,0.0
2000-11-14,1.446,0.0
2000-11-15,1.419,0.0
2000-11-16,1.357,0.0
2000-11-17,1.321,0.0
2000-11-20,1.353,0.0
2000-11-21,1.344,0.0
2000-11-22,1.321,0.0
2000-11-24,1.379,0.0
2000-11-27,1.335,0.0
2000-11-28,1.288,0.0
2000-11-29,1.254,0.0
2000-11-30,1.179,0.0
2000-12-01,1.219,0.0
2000-12-04,1.192,0.0
2000-12-05,1.214,0.0
2000-12-06,1.022,0.0
2000-12-07,1.022,0.0
2000-12-08,1.076,0.0
2000-12-11,1.085,0.0
2000-12-12,1.099,0.0
2000-12-13,1.071,0.0
2000-12-14,1.031,0.0
2000-12-15,1.004,0.0
2000-12-18,1.018,0.0
2000-12-19,1.0,0.0
2000-12-20,1.027,0.0
2000-12-21,1.004,0.0
2000-12-22,1.071,0.0
2000-12-26,1.049,0.0
2000-12-27,1.058,0.0
2000-12-28,1.058,0.0
2000-12-29,1.063,0.0
2001-01-02,1.063,0.0
2001-01-03,1.169,0.0
2001-01-04,1.219,0.0
2001-01-05,1.169,0.0
2001-01-08,1.183,0.0
2001-01-09,1.228,0.0
2001-01-10,1.183,0.0
2001-01-11,1.286,0.0
2001-01-12,1.228,0.0
2001-01-16,1.223,0.0
2001-01-17,1.201,0.0
2001-01-18,1.335,0.0
2001-01-19,1.393,0.0
2001-01-22,1.375,0.0
2001-01-23,1.464,0.0
2001-01-24,1.464,0.0
2001-01-25,1.424,0.0
2001-01-26,1.397,0.0
2001-01-29,1.549,0.0
2001-01-30,1.554,0.0
2001-01-31,1.544,0.0
2001-02-01,1.509,0.0
2001-02-02,1.473,0.0
2001-02-05,1.442,0.0
2001-02-06,1.509,0.0
2001-02-07,1.482,0.0
2001-02-08,1.482,0.0
2001-02-09,1.366,0.0
2001-02-12,1.406,0.0
2001-02-13,1.366,0.0
2001-02-14,1.393,0.0
2001-02-15,1.433,0.0
2001-02-16,1.357,0.0
2001-02-20,1.308,0.0
2001-02-21,1.348,0.0
2001-02-22,1.344,0.0
2001-02-23,1.344,0.0
2001-02-26,1.393,0.0
2001-02-27,1.384,0.0
2001-02-28,1.304,0.0
2001-03-01,1.339,0.0
2001-03-02,1.375,0.0
2001-03-05,1.455,0.0
2001-03-06,1.536,0.0
2001-03-07,1.518,0.0
2001-03-08,1.486,0.0
2001-03-09,1.446,0.0
2001-03-12,1.33,0.0
2001-03-13,1.397,0.0
2001-03-14,1.46,0.0
2001-03-15,1.406,0.0
2001-03-16,1.401,0.0
2001-03-19,1.469,0.0
2001-03-20,1.406,0.0
2001-03-21,1.437,0.0
2001-03-22,1.544,0.0
2001-03-23,1.643,0.0
2001-03-26,1.556,0.0
2001-03-27,1.634,0.0
2001-03-28,1.584,0.0
2001-03-29,1.609,0.0
2001-03-30,1.576,0.0
2001-04-02,1.542,0.0
2001-04-03,1.446,0.0
2001-04-04,1.393,0.0
2001-04-05,1.491,0.0
2001-04-06,1.471,0.0
2001-04-09,1.467,0.0
2001-04-10,1.574,0.0
2001-04-11,1.557,0.0
2001-04-12,1.601,0.0
2001-04-16,1.531,0.0
2001-04-17,1.457,0.0
2001-04-18,1.628,0.0
2001-04-19,1.837,0.0
2001-04-20,1.789,0.0
2001-04-23,1.732,0.0
2001-04-24,1.716,0.0
2001-04-25,1.766,0.0
2001-04-26,1.764,0.0
2001-04-27,1.871,0.0
2001-04-30,1.821,0.0
2001-05-01,1.852,0.0
2001-05-02,1.899,0.0
2001-05-03,1.783,0.0
2001-05-04,1.839,0.0
2001-05-07,1.783,0.0
2001-05-08,1.755,0.0
2001-05-09,1.713,0.0
2001-05-10,1.643,0.0
2001-05-11,1.632,0.0
2001-05-14,1.664,0.0
2001-05-15,1.656,0.0
2001-05-16,1.721,0.0
2001-05-17,1.682,0.0
2001-05-18,1.681,0.0
2001-05-21,1.683,0.0
2001-05-22,1.679,0.0
2001-05-23,1.659,0.0
2001-05-24,1.657,0.0
2001-05-25,1.626,0.0
2001-05-29,1.534,0.0
2001-05-30,1.413,0.0
2001-05-31,1.425,0.0
2001-06-01,1.492,0.0
2001-06-04,1.476,0.0
2001-06-05,1.496,0.0
2001-06-06,1.481,0.0
2001-06-07,1.547,0.0
2001-06-08,1.523,0.0
2001-06-11,1.431,0.0
2001-06-12,1.451,0.0
2001-06-13,1.462,0.0
2001-06-14,1.42,0.0
2001-06-15,1.46,0.0
2001-06-18,1.452,0.0
2001-06-19,1.442,0.0
2001-06-20,1.548,0.0
2001-06-21,1.606,0.0
2001-06-22,1.59,0.0
2001-06-25,1.714,0.0
2001-06-26,1.696,0.0
2001-06-27,1.667,0.0
2001-06-28,1.681,0.0
2001-06-29,1.661,0.0
2001-07-02,1.707,0.0
2001-07-03,1.703,0.0
2001-07-05,1.656,0.0
2001-07-06,1.574,0.0
2001-07-09,1.621,0.0
2001-07-10,1.51,0.0
2001-07-11,1.61,0.0
2001-07-12,1.74,0.0
2001-07-13,1.775,0.0
2001-07-16,1.711,0.0
2001-07-17,1.793,0.0
2001-07-18,1.485,0.0
2001-07-19,1.426,0.0
2001-07-20,1.427,0.0
2001-07-23,1.396,0.0
2001-07-24,1.364,0.0
2001-07-25,1.319,0.0
2001-07-26,1.328,0.0
2001-07-27,1.354,0.0
2001-07-30,1.352,0.0
2001-07-31,1.342,0.0
2001-08-01,1.361,0.0
2001-08-02,1.416,0.0
2001-08-03,1.393,0.0
2001-08-06,1.366,0.0
2001-08-07,1.375,0.0
2001-08-08,1.35,0.0
2001-08-09,1.361,0.0
2001-08-10,1.359,0.0
2001-08-13,1.364,0.0
2001-08-14,1.338,0.0
2001-08-15,1.317,0.0
2001-08-16,1.332,0.0
2001-08-17,1.291,0.0
2001-08-20,1.294,0.0
2001-08-21,1.28,0.0
2001-08-22,1.301,0.0
2001-08-23,1.272,0.0
2001-08-24,1.326,0.0
2001-08-27,1.351,0.0
2001-08-28,1.314,0.0
2001-08-29,1.274,0.0
2001-08-30,1.274,0.0
2001-08-31,1.325,0.0
2001-09-04,1.304,0.0
2001-09-05,1.325,0.0
2001-09-06,1.266,0.0
2001-09-07,1.234,0.0
2001-09-10,1.241,0.0
2001-09-17,1.214,0.0
2001-09-18,1.163,0.0
2001-09-19,1.216,0.0
2001-09-20,1.12,0.0
2001-09-21,1.124,0.0
2001-09-24,1.175,0.0
2001-09-25,1.11,0.0
2001-09-26,1.082,0.0
2001-09-27,1.108,0.0
2001-09-28,1.108,0.0
2001-10-01,1.11,0.0
2001-10-02,1.075,0.0
2001-10-03,1.07,0.0
2001-10-04,1.134,0.0
2001-10-05,1.153,0.0
2001-10-08,1.157,0.0
2001-10-09,1.143,0.0
2001-10-10,1.201,0.0
2001-10-11,1.267,0.0
2001-10-12,1.286,0.0
2001-10-15,1.285,0.0
2001-10-16,1.286,0.0
2001-10-17,1.214,0.0
2001-10-18,1.286,0.0
2001-10-19,1.307,0.0
2001-10-22,1.359,0.0
2001-10-23,1.296,0.0
2001-10-24,1.354,0.0
2001-10-25,1.371,0.0
2001-10-26,1.334,0.0
2001-10-29,1.259,0.0
2001-10-30,1.257,0.0
2001-10-31,1.254,0.0
2001-11-01,1.328,0.0
2001-11-02,1.326,0.0
2001-11-05,1.362,0.0
2001-11-06,1.398,0.0
2001-11-07,1.399,0.0
2001-11-08,1.336,0.0
2001-11-09,1.336,0.0
2001-11-12,1.339,0.0
2001-11-13,1.384,0.0
2001-11-14,1.401,0.0
2001-11-15,1.389,0.0
2001-11-16,1.355,0.0
2001-11-19,1.429,0.0
2001-11-20,1.395,0.0
2001-11-21,1.406,0.0
2001-11-23,1.417,0.0
2001-11-26,1.526,0.0
2001-11-27,1.5,0.0
2001-11-28,1.466,0.0
2001-11-29,1.459,0.0
2001-11-30,1.521,0.0
2001-12-03,1.504,0.0
2001-12-04,1.6,0.0
2001-12-05,1.697,0.0
2001-12-06,1.627,0.0
2001-12-07,1.61,0.0
2001-12-10,1.61,0.0
2001-12-11,1.556,0.0
2001-12-12,1.535,0.0
2001-12-13,1.5,0.0
2001-12-14,1.456,0.0
2001-12-17,1.473,0.0
2001-12-18,1.501,0.0
2001-12-19,1.544,0.0
2001-12-20,1.476,0.0
2001-12-21,1.5,0.0
2001-12-24,1.526,0.0
2001-12-26,1.535,0.0
2001-12-27,1.576,0.0
2001-12-28,1.602,0.0
2001-12-31,1.564,0.0
2002-01-02,1.664,0.0
2002-01-03,1.684,0.0
2002-01-04,1.692,0.0
2002-01-07,1.636,0.0
2002-01-08,1.615,0.0
2002-01-09,1.546,0.0
2002-01-10,1.516,0.0
2002-01-11,1.504,0.0
2002-01-14,1.511,0.0
2002-01-15,1.55,0.0
2002-01-16,1.484,0.0
2002-01-17,1.606,0.0
2002-01-18,1.584,0.0
2002-01-22,1.559,0.0
2002-01-23,1.644,0.0
2002-01-24,1.658,0.0
2002-01-25,1.661,0.0
2002-01-28,1.662,0.0
2002-01-29,1.648,0.0
2002-01-30,1.721,0.0
2002-01-31,1.766,0.0
2002-02-01,1.744,0.0
2002-02-04,1.811,0.0
2002-02-05,1.818,0.0
2002-02-06,1.762,0.0
2002-02-07,1.736,0.0
2002-02-08,1.716,0.0
2002-02-11,1.784,0.0
2002-02-12,1.765,0.0
2002-02-13,1.786,0.0
2002-02-14,1.757,0.0
2002-02-15,1.707,0.0
2002-02-19,1.616,0.0
2002-02-20,1.652,0.0
2002-02-21,1.536,0.0
2002-02-22,1.624,0.0
2002-02-25,1.701,0.0
2002-02-26,1.691,0.0
2002-02-27,1.569,0.0
2002-02-28,1.55,0.0
2002-03-01,1.675,0.0
2002-03-04,1.735,0.0
2002-03-05,1.681,0.0
2002-03-06,1.719,0.0
2002-03-07,1.741,0.0
2002-03-08,1.761,0.0
2002-03-11,1.79,0.0
2002-03-12,1.766,0.0
2002-03-13,1.749,0.0
2002-03-14,1.745,0.0
2002-03-15,1.782,0.0
2002-03-18,1.767,0.0
2002-03-19,1.775,0.0
2002-03-20,1.78,0.0
2002-03-21,1.734,0.0
2002-03-22,1.721,0.0
2002-03-25,1.668,0.0
2002-03-26,1.676,0.0
2002-03-27,1.676,0.0
2002-03-28,1.691,0.0
2002-04-01,1.747,0.0
2002-04-02,1.719,0.0
2002-04-03,1.696,0.0
2002-04-04,1.779,0.0
2002-04-05,1.767,0.0
2002-04-08,1.754,0.0
2002-04-09,1.721,0.0
2002-04-10,1.761,0.0
2002-04-11,1.776,0.0
2002-04-12,1.79,0.0
2002-04-15,1.786,0.0
2002-04-16,1.839,0.0
2002-04-17,1.865,0.0
2002-04-18,1.815,0.0
2002-04-19,1.784,0.0
2002-04-22,1.752,0.0
2002-04-23,1.732,0.0
2002-04-24,1.698,0.0
2002-04-25,1.723,0.0
2002-04-26,1.644,0.0
2002-04-29,1.711,0.0
2002-04-30,1.734,0.0
2002-05-01,1.713,0.0
2002-05-02,1.692,0.0
2002-05-03,1.679,0.0
2002-05-06,1.618,0.0
2002-05-07,1.605,0.0
2002-05-08,1.741,0.0
2002-05-09,1.728,0.0
2002-05-10,1.666,0.0
2002-05-13,1.71,0.0
2002-05-14,1.829,0.0
2002-05-15,1.806,0.0
2002-05-16,1.801,0.0
2002-05-17,1.786,0.0
2002-05-20,1.767,0.0
2002-05-21,1.676,0.0
2002-05-22,1.737,0.0
2002-05-23,1.799,0.0
2002-05-24,1.725,0.0
2002-05-28,1.713,0.0
2002-05-29,1.713,0.0
2002-05-30,1.729,0.0
2002-05-31,1.664,0.0
2002-06-03,1.636,0.0
2002-06-04,1.627,0.0
2002-06-05,1.623,0.0
2002-06-06,1.583,0.0
2002-06-07,1.529,0.0
2002-06-10,1.534,0.0
2002-06-11,1.461,0.0
2002-06-12,1.435,0.0
2002-06-13,1.396,0.0
2002-06-14,1.436,0.0
2002-06-17,1.467,0.0
2002-06-18,1.439,0.0
2002-06-19,1.223,0.0
2002-06-20,1.222,0.0
2002-06-21,1.204,0.0
2002-06-24,1.234,0.0
2002-06-25,1.224,0.0
2002-06-26,1.182,0.0
2002-06-27,1.219,0.0
2002-06-28,1.266,0.0
2002-07-01,1.219,0.0
2002-07-02,1.21,0.0
2002-07-03,1.254,0.0
2002-07-05,1.339,0.0
2002-07-08,1.286,0.0
2002-07-09,1.252,0.0
2002-07-10,1.237,0.0
2002-07-11,1.307,0.0
2002-07-12,1.25,0.0
2002-07-15,1.302,0.0
2002-07-16,1.276,0.0
2002-07-17,1.116,0.0
2002-07-18,1.071,0.0
2002-07-19,1.069,0.0
2002-07-22,1.066,0.0
2002-07-23,1.034,0.0
2002-07-24,1.086,0.0
2002-07-25,1.026,0.0
2002-07-26,1.024,0.0
2002-07-29,1.073,0.0
2002-07-30,1.102,0.0
2002-07-31,1.09,0.0
2002-08-01,1.057,0.0
2002-08-02,1.032,0.0
2002-08-05,0.999,0.0
2002-08-06,1.053,0.0
2002-08-07,1.074,0.0
2002-08-08,1.093,0.0
2002-08-09,1.071,0.0
2002-08-12,1.071,0.0
2002-08-13,1.042,0.0
2002-08-14,1.084,0.0
2002-08-15,1.115,0.0
2002-08-16,1.129,0.0
2002-08-19,1.141,0.0
2002-08-20,1.136,0.0
2002-08-21,1.151,0.0
2002-08-22,1.141,0.0
2002-08-23,1.124,0.0
2002-08-26,1.109,0.0
2002-08-27,1.061,0.0
2002-08-28,1.05,0.0
2002-08-29,1.05,0.0
2002-08-30,1.054,0.0
2002-09-03,1.004,0.0
2002-09-04,1.034,0.0
2002-09-05,1.013,0.0
2002-09-06,1.027,0.0
2002-09-09,1.026,0.0
2002-09-10,1.024,0.0
2002-09-11,1.021,0.0
2002-09-12,1.01,0.0
2002-09-13,1.012,0.0
2002-09-16,1.036,0.0
2002-09-17,1.057,0.0
2002-09-18,1.073,0.0
2002-09-19,1.041,0.0
2002-09-20,1.062,0.0
2002-09-23,1.061,0.0
2002-09-24,1.046,0.0
2002-09-25,1.066,0.0
2002-09-26,1.05,0.0
2002-09-27,1.051,0.0
2002-09-30,1.036,0.0
2002-10-01,1.036,0.0
2002-10-02,1.012,0.0
2002-10-03,1.021,0.0
2002-10-04,1.002,0.0
2002-10-07,0.984,0.0
2002-10-08,0.978,0.0
2002-10-09,0.971,0.0
2002-10-10,1.009,0.0
2002-10-11,1.036,0.0
2002-10-14,1.055,0.0
2002-10-15,1.083,0.0
2002-10-16,1.04,0.0
2002-10-17,1.008,0.0
2002-10-18,1.024,0.0
2002-10-21,1.04,0.0
2002-10-22,1.05,0.0
2002-10-23,1.063,0.0
2002-10-24,1.049,0.0
2002-10-25,1.101,0.0
2002-10-28,1.115,0.0
2002-10-29,1.103,0.0
2002-10-30,1.141,0.0
2002-10-31,1.148,0.0
2002-11-01,1.169,0.0
2002-11-04,1.206,0.0
2002-11-05,1.207,0.0
2002-11-06,1.23,0.0
2002-11-07,1.143,0.0
2002-11-08,1.131,0.0
2002-11-11,1.083,0.0
2002-11-12,1.117,0.0
2002-11-13,1.114,0.0
2002-11-14,1.164,0.0
2002-11-15,1.139,0.0
2002-11-18,1.118,0.0
2002-11-19,1.091,0.0
2002-11-20,1.109,0.0
2002-11-21,1.168,0.0
2002-11-22,1.144,0.0
2002-11-25,1.141,0.0
2002-11-26,1.101,0.0
2002-11-27,1.123,0.0
2002-11-29,1.107,0.0
2002-12-02,1.084,0.0
2002-12-03,1.083,0.0
2002-12-04,1.069,0.0
2002-12-05,1.045,0.0
2002-12-06,1.068,0.0
2002-12-09,1.054,0.0
2002-12-10,1.091,0.0
2002-12-11,1.106,0.0
2002-12-12,1.085,0.0
2002-12-13,1.056,0.0
2002-12-16,1.061,0.0
2002-12-17,1.077,0.0
2002-12-18,1.041,0.0
2002-12-19,1.014,0.0
2002-12-20,1.01,0.0
2002-12-23,1.035,0.0
2002-12-24,1.026,0.0
2002-12-26,1.029,0.0
2002-12-27,1.004,0.0
2002-12-30,1.005,0.0
2002-12-31,1.024,0.0
2003-01-02,1.057,0.0
2003-01-03,1.064,0.0
2003-01-06,1.064,0.0
2003-01-07,1.061,0.0
2003-01-08,1.039,0.0
2003-01-09,1.049,0.0
2003-01-10,1.051,0.0
2003-01-13,1.045,0.0
2003-01-14,1.044,0.0
2003-01-15,1.031,0.0
2003-01-16,1.044,0.0
2003-01-17,1.007,0.0
2003-01-21,1.001,0.0
2003-01-22,0.991,0.0
2003-01-23,1.012,0.0
2003-01-24,0.986,0.0
2003-01-27,1.009,0.0
2003-01-28,1.041,0.0
2003-01-29,1.041,0.0
2003-01-30,1.023,0.0
2003-01-31,1.026,0.0
2003-02-03,1.047,0.0
2003-02-04,1.043,0.0
2003-02-05,1.032,0.0
2003-02-06,1.031,0.0
2003-02-07,1.011,0.0
2003-02-10,1.025,0.0
2003-02-11,1.025,0.0
2003-02-12,1.028,0.0
2003-02-13,1.039,0.0
2003-02-14,1.048,0.0
2003-02-18,1.091,0.0
2003-02-19,1.061,0.0
2003-02-20,1.055,0.0
2003-02-21,1.071,0.0
2003-02-24,1.053,0.0
2003-02-25,1.073,0.0
2003-02-26,1.036,0.0
2003-02-27,1.061,0.0
2003-02-28,1.072,0.0
2003-03-03,1.046,0.0
2003-03-04,1.04,0.0
2003-03-05,1.044,0.0
2003-03-06,1.04,0.0
2003-03-07,1.038,0.0
2003-03-10,1.026,0.0
2003-03-11,1.016,0.0
2003-03-12,1.016,0.0
2003-03-13,1.051,0.0
2003-03-14,1.056,0.0
2003-03-17,1.072,0.0
2003-03-18,1.071,0.0
2003-03-19,1.068,0.0
2003-03-20,1.065,0.0
2003-03-21,1.071,0.0
2003-03-24,1.026,0.0
2003-03-25,1.039,0.0
2003-03-26,1.029,0.0
2003-03-27,1.035,0.0
2003-03-28,1.041,0.0
2003-03-31,1.01,0.0
2003-04-01,1.011,0.0
2003-04-02,1.043,0.0
2003-04-03,1.033,0.0
2003-04-04,1.029,0.0
2003-04-07,1.035,0.0
2003-04-08,1.032,0.0
2003-04-09,1.014,0.0
2003-04-10,1.026,0.0
2003-04-11,0.943,0.0
2003-04-14,0.97,0.0
2003-04-15,0.956,0.0
2003-04-16,0.946,0.0
2003-04-17,0.937,0.0
2003-04-21,0.939,0.0
2003-04-22,0.965,0.0
2003-04-23,0.97,0.0
2003-04-24,0.96,0.0
2003-04-25,0.954,0.0
2003-04-28,0.99,0.0
2003-04-29,1.004,0.0
2003-04-30,1.016,0.0
2003-05-01,1.026,0.0
2003-05-02,1.032,0.0
2003-05-05,1.149,0.0
2003-05-06,1.25,0.0
2003-05-07,1.261,0.0
2003-05-08,1.286,0.0
2003-05-09,1.307,0.0
2003-05-12,1.326,0.0
2003-05-13,1.334,0.0
2003-05-14,1.325,0.0
2003-05-15,1.338,0.0
2003-05-16,1.343,0.0
2003-05-19,1.293,0.0
2003-05-20,1.271,0.0
2003-05-21,1.275,0.0
2003-05-22,1.303,0.0
2003-05-23,1.309,0.0
2003-05-27,1.349,0.0
2003-05-28,1.306,0.0
2003-05-29,1.293,0.0
2003-05-30,1.282,0.0
2003-06-02,1.246,0.0
2003-06-03,1.236,0.0
2003-06-04,1.257,0.0
2003-06-05,1.26,0.0
2003-06-06,1.225,0.0
2003-06-09,1.199,0.0
2003-06-10,1.227,0.0
2003-06-11,1.246,0.0
2003-06-12,1.269,0.0
2003-06-13,1.244,0.0
2003-06-16,1.305,0.0
2003-06-17,1.299,0.0
2003-06-18,1.366,0.0
2003-06-19,1.367,0.0
2003-06-20,1.371,0.0
2003-06-23,1.361,0.0
2003-06-24,1.341,0.0
2003-06-25,1.364,0.0
2003-06-26,1.378,0.0
2003-06-27,1.338,0.0
2003-06-30,1.361,0.0
2003-07-01,1.364,0.0
2003-07-02,1.376,0.0
2003-07-03,1.366,0.0
2003-07-07,1.419,0.0
2003-07-08,1.457,0.0
2003-07-09,1.421,0.0
2003-07-10,1.399,0.0
2003-07-11,1.418,0.0
2003-07-14,1.421,0.0
2003-07-15,1.401,0.0
2003-07-16,1.419,0.0
2003-07-17,1.493,0.0
