date,close,dividend amount
2010-06-29,23.89,0.0
2010-06-30,23.83,0.0
2010-07-01,21.96,0.0
2010-07-02,19.2,0.0
2010-07-06,16.11,0.0
2010-07-07,15.8,0.0
2010-07-08,17.46,0.0
2010-07-09,17.4,0.0
2010-07-12,17.05,0.0
2010-07-13,18.14,0.0
2010-07-14,19.84,0.0
2010-07-15,19.89,0.0
2010-07-16,20.64,0.0
2010-07-19,21.91,0.0
2010-07-20,20.3,0.0
2010-07-21,20.22,0.0
2010-07-22,21.0,0.0
2010-07-23,21.29,0.0
2010-07-26,20.95,0.0
2010-07-27,20.55,0.0
2010-07-28,20.72,0.0
2010-07-29,20.35,0.0
2010-07-30,19.94,0.0
2010-08-02,20.92,0.0
2010-08-03,21.95,0.0
2010-08-04,21.26,0.0
2010-08-05,20.45,0.0
2010-08-06,19.59,0.0
2010-08-09,19.6,0.0
2010-08-10,19.03,0.0
2010-08-11,17.9,0.0
2010-08-12,17.6,0.0
2010-08-13,18.32,0.0
2010-08-16,18.78,0.0
2010-08-17,19.15,0.0
2010-08-18,18.77,0.0
2010-08-19,18.79,0.0
2010-08-20,19.1,0.0
2010-08-23,20.13,0.0
2010-08-24,19.2,0.0
2010-08-25,19.9,0.0
2010-08-26,19.75,0.0
2010-08-27,19.7,0.0
2010-08-30,19.87,0.0
2010-08-31,19.48,0.0
2010-09-01,20.45,0.0
2010-09-02,21.06,0.0
2010-09-03,21.05,0.0
2010-09-07,20.54,0.0
2010-09-08,20.9,0.0
2010-09-09,20.71,0.0
2010-09-10,20.17,0.0
2010-09-13,20.72,0.0
2010-09-14,21.12,0.0
2010-09-15,21.98,0.0
2010-09-16,20.94,0.0
2010-09-17,20.23,0.0
2010-09-20,21.055,0.0
2010-09-21,20.77,0.0
2010-09-22,19.87,0.0
2010-09-23,19.56,0.0
2010-09-24,20.1,0.0
2010-09-27,20.53,0.0
2010-09-28,21.4,0.0
2010-09-29,21.98,0.0
2010-09-30,20.405,0.0
2010-10-01,20.6,0.0
2010-10-04,20.99,0.0
2010-10-05,21.12,0.0
2010-10-06,20.46,0.0
2010-10-07,20.43,0.0
2010-10-08,20.43,0.0
2010-10-11,20.24,0.0
2010-10-12,20.24,0.0
2010-10-13,20.54,0.0
2010-10-14,20.75,0.0
2010-10-15,20.54,0.0
2010-10-18,20.23,0.0
2010-10-19,20.05,0.0
2010-10-20,20.65,0.0
2010-10-21,20.75,0.0
2010-10-22,20.72,0.0
2010-10-25,20.85,0.0
2010-10-26,21.36,0.0
2010-10-27,21.0,0.0
2010-10-28,21.19,0.0
2010-10-29,21.84,0.0
2010-11-01,21.41,0.0
2010-11-02,21.25,0.0
2010-11-03,21.77,0.0
2010-11-04,24.9,0.0
2010-11-05,24.44,0.0
2010-11-08,24.98,0.0
2010-11-09,24.63,0.0
2010-11-10,29.36,0.0
2010-11-11,28.035,0.0
2010-11-12,29.84,0.0
2010-11-15,30.8,0.0
2010-11-16,29.67,0.0
2010-11-17,29.49,0.0
2010-11-18,29.89,0.0
2010-11-19,30.99,0.0
2010-11-22,33.4,0.0
2010-11-23,34.57,0.0
2010-11-24,35.47,0.0
2010-11-26,35.32,0.0
2010-11-29,34.33,0.0
2010-11-30,35.33,0.0
2010-12-01,34.35,0.0
2010-12-02,32.35,0.0
2010-12-03,31.49,0.0
2010-12-06,30.31,0.0
2010-12-07,31.56,0.0
2010-12-08,32.37,0.0
2010-12-09,32.05,0.0
2010-12-10,31.52,0.0
