,Strike Price,Call bid price,Call bid size,Call ask price,Call ask size,Put bid price,Put bid size,Put ask price,Put ask size
0,120.0,64.35,10.0,68.7,10.0,0.25,2.0,3.6,30.0
1,125.0,59.5,30.0,63.75,10.0,0.5,2.0,4.05,20.0
2,130.0,54.5,30.0,58.85,10.0,1.25,2.0,5.0,30.0
3,135.0,50.0,30.0,54.05,10.0,1.74,2.0,5.7,30.0
4,140.0,45.5,21.0,49.45,10.0,2.63,2.0,6.45,30.0
5,145.0,41.0,30.0,44.85,10.0,3.0,30.0,7.05,2.0
6,150.0,36.5,30.0,40.8,10.0,3.8,20.0,7.9,2.0
7,155.0,32.5,30.0,36.7,10.0,5.0,20.0,8.8,2.0
8,160.0,28.5,30.0,32.45,20.0,6.0,10.0,10.0,30.0
9,165.0,24.65,30.0,28.6,20.0,7.3,20.0,11.25,10.0
10,170.0,21.0,22.0,25.1,20.0,8.8,20.0,12.8,30.0
11,175.0,17.5,17.0,21.5,20.0,10.5,10.0,14.5,30.0
12,180.0,14.05,20.0,18.1,2.0,12.0,10.0,15.55,2.0
13,185.0,11.05,20.0,15.0,20.0,14.0,20.0,17.75,2.0
14,190.0,9.2,2.0,12.45,2.0,16.5,10.0,20.1,2.0
15,195.0,6.05,10.0,9.85,10.0,19.0,10.0,22.7,2.0
16,200.0,4.0,10.0,7.95,20.0,22.0,10.0,25.7,2.0
17,210.0,1.25,6.0,4.65,2.0,28.5,10.0,32.4,2.0
18,220.0,0.0,0.0,2.81,2.0,36.5,10.0,40.0,2.0
