,Strike Price,Call bid price,Call bid size,Call ask price,Call ask size,Put bid price,Put bid size,Put ask price,Put ask size
0,60.0,22.3,31.0,26.5,1.0,0.0,0.0,0.75,81.0
1,65.0,17.45,2.0,21.5,2.0,0.0,0.0,0.49,193.0
2,70.0,12.75,31.0,16.6,1.0,0.0,0.0,0.86,248.0
3,75.0,9.05,18.0,11.15,31.0,0.38,56.0,0.42,84.0
4,78.0,6.35,63.0,7.4,50.0,0.66,60.0,0.72,44.0
5,78.5,4.8,149.0,6.85,49.0,0.73,57.0,0.79,44.0
6,79.0,5.35,264.0,6.65,253.0,0.81,54.0,1.01,101.0
7,79.5,5.4,141.0,5.7,42.0,0.89,63.0,1.59,274.0
8,80.0,4.65,326.0,5.3,149.0,0.98,92.0,1.06,45.0
9,80.5,4.35,147.0,4.9,79.0,1.09,38.0,1.2,90.0
10,81.0,4.15,220.0,4.5,51.0,1.21,47.0,1.3,45.0
11,81.5,3.5,245.0,4.15,51.0,1.34,74.0,1.57,263.0
12,82.0,3.6,54.0,3.75,42.0,1.48,37.0,1.65,79.0
13,82.5,2.9,269.0,3.45,48.0,1.63,79.0,1.75,49.0
14,83.0,2.85,46.0,3.1,53.0,1.82,35.0,1.91,50.0
15,83.5,2.5,52.0,2.85,53.0,2.0,64.0,2.1,45.0
16,84.0,1.8,124.0,2.56,43.0,2.19,41.0,2.36,64.0
17,84.5,2.01,60.0,2.38,68.0,2.16,68.0,2.79,71.0
18,85.0,1.7,80.0,2.63,340.0,2.08,212.0,2.82,55.0
19,85.5,1.58,31.0,1.7,64.0,2.61,370.0,3.75,402.0
20,86.0,1.37,13.0,1.47,69.0,2.09,219.0,3.35,55.0
21,86.5,0.84,418.0,1.51,372.0,3.15,175.0,3.65,49.0
22,87.0,0.9,75.0,1.06,64.0,3.6,195.0,4.15,97.0
23,87.5,0.48,270.0,0.91,74.0,4.15,30.0,4.4,14.0
24,88.0,0.4,282.0,0.76,51.0,4.45,52.0,4.7,50.0
25,88.5,0.58,12.0,0.75,140.0,4.9,51.0,5.15,220.0
26,89.0,0.45,80.0,0.52,41.0,5.25,50.0,6.05,302.0
27,89.5,0.38,84.0,0.43,41.0,5.7,48.0,5.9,47.0
28,90.0,0.31,51.0,0.36,50.0,6.15,14.0,6.4,52.0
29,90.5,0.25,34.0,0.3,50.0,6.6,31.0,6.8,46.0
30,91.0,0.21,28.0,0.24,39.0,6.05,35.0,8.6,37.0
31,91.5,0.16,36.0,0.2,79.0,6.85,10.0,8.7,36.0
32,92.0,0.13,27.0,0.17,79.0,7.05,38.0,9.3,38.0
33,95.0,0.0,0.0,0.75,221.0,8.9,31.0,12.3,1.0
