,Strike Price,Call bid price,Call bid size,Call ask price,Call ask size,Put bid price,Put bid size,Put ask price,Put ask size
0,152.5,33.1,6.0,36.15,6.0,0.0,0.0,1.74,36.0
1,155.0,30.5,6.0,33.8,6.0,0.0,0.0,1.8,36.0
2,157.5,28.05,6.0,31.15,6.0,0.0,0.0,1.93,36.0
3,160.0,25.8,6.0,28.7,6.0,0.06,2.0,1.98,36.0
4,162.5,23.15,6.0,26.3,6.0,0.07,36.0,2.14,36.0
5,165.0,21.0,6.0,23.95,6.0,0.08,36.0,2.13,36.0
6,167.5,18.3,6.0,21.5,6.0,0.15,36.0,2.3,36.0
7,170.0,16.65,30.0,19.3,30.0,0.45,36.0,2.45,36.0
8,172.5,14.25,36.0,16.7,35.0,0.38,36.0,2.63,36.0
9,175.0,11.9,36.0,14.6,36.0,0.66,30.0,2.84,36.0
10,177.5,9.8,36.0,12.35,36.0,0.95,36.0,3.15,36.0
11,180.0,7.8,36.0,10.25,36.0,1.06,36.0,3.7,36.0
12,182.5,5.7,36.0,8.3,36.0,1.62,36.0,4.15,36.0
13,185.0,4.05,36.0,6.2,36.0,2.43,36.0,4.9,36.0
14,187.5,2.61,36.0,5.0,30.0,3.4,30.0,5.9,36.0
15,190.0,1.11,6.0,3.8,36.0,4.75,36.0,7.15,36.0
16,192.5,0.38,36.0,2.75,30.0,6.2,36.0,8.6,36.0
17,195.0,0.0,0.0,2.03,36.0,8.1,30.0,10.45,30.0
18,197.5,0.0,0.0,1.72,36.0,10.25,30.0,12.55,30.0
19,200.0,0.0,0.0,1.87,30.0,12.2,30.0,14.9,30.0
20,202.5,0.0,0.0,1.78,30.0,15.05,30.0,17.4,30.0
21,205.0,0.0,0.0,1.76,30.0,17.4,6.0,20.15,6.0
22,207.5,0.0,0.0,1.76,30.0,19.7,6.0,22.9,6.0
23,210.0,0.0,0.0,1.76,30.0,22.4,6.0,25.15,6.0
24,212.5,0.0,0.0,1.76,30.0,24.9,6.0,27.7,6.0
25,215.0,0.0,0.0,1.76,30.0,27.35,6.0,30.45,6.0
26,217.5,0.0,0.0,1.76,30.0,29.7,6.0,32.75,6.0
27,220.0,0.0,0.0,1.76,30.0,32.2,6.0,35.15,6.0
28,222.5,0.0,0.0,1.76,30.0,34.65,6.0,37.75,6.0
