,Strike Price,Call bid price,Call bid size,Call ask price,Call ask size,Put bid price,Put bid size,Put ask price,Put ask size
0,350.0,141.8,3.0,151.4,2.0,0.0,0.0,1.2,71.0
1,355.0,136.0,4.0,144.7,1.0,0.0,0.0,1.45,91.0
2,360.0,132.0,4.0,141.4,2.0,0.0,0.0,1.7,68.0
3,365.0,126.5,2.0,134.8,1.0,0.0,0.0,1.95,66.0
4,370.0,123.9,2.0,129.9,1.0,0.0,0.0,2.2,86.0
5,375.0,117.1,2.0,126.6,2.0,0.0,0.0,1.5,62.0
6,380.0,112.2,3.0,121.6,3.0,0.0,0.0,2.3,91.0
7,385.0,109.5,2.0,114.1,2.0,0.0,0.0,1.5,77.0
8,390.0,103.3,2.0,110.3,1.0,0.0,0.0,1.6,80.0
9,395.0,98.4,2.0,105.4,1.0,0.0,0.0,2.6,91.0
10,400.0,95.0,2.0,99.5,2.0,0.65,120.0,3.9,115.0
11,405.0,89.8,3.0,94.5,2.0,0.0,0.0,4.2,116.0
12,410.0,85.1,2.0,89.8,2.0,0.95,99.0,1.45,40.0
13,415.0,80.5,12.0,84.9,2.0,1.3,36.0,1.5,10.0
14,420.0,74.1,2.0,81.1,1.0,1.5,36.0,1.7,33.0
15,425.0,69.3,2.0,76.3,1.0,1.7,36.0,1.9,10.0
16,430.0,66.7,11.0,71.3,2.0,1.9,36.0,2.15,12.0
17,435.0,60.8,2.0,66.8,2.0,2.2,37.0,2.45,10.0
18,440.0,58.0,53.0,59.8,28.0,2.55,33.0,2.8,33.0
19,445.0,53.6,52.0,55.0,6.0,2.9,39.0,3.2,12.0
20,450.0,46.1,68.0,52.5,14.0,3.4,37.0,3.7,33.0
21,455.0,44.1,24.0,46.7,10.0,3.9,54.0,4.3,32.0
22,457.5,42.4,75.0,44.0,34.0,4.2,125.0,4.7,33.0
23,460.0,40.6,58.0,41.8,32.0,4.6,37.0,5.0,33.0
24,462.5,38.8,16.0,39.7,27.0,5.0,37.0,5.4,33.0
25,465.0,36.7,17.0,37.5,6.0,5.4,87.0,5.9,28.0
26,467.5,34.3,54.0,35.7,34.0,5.8,138.0,6.4,33.0
27,470.0,32.5,71.0,33.6,32.0,6.3,135.0,7.0,29.0
28,472.5,30.2,25.0,31.6,18.0,6.9,69.0,7.4,32.0
29,475.0,28.5,64.0,29.9,35.0,7.5,64.0,8.1,28.0
30,477.5,27.0,33.0,27.9,28.0,8.1,36.0,8.7,28.0
31,480.0,25.3,6.0,26.1,28.0,8.8,37.0,9.5,33.0
32,482.5,23.5,28.0,24.5,36.0,9.5,42.0,10.2,28.0
33,485.0,21.9,13.0,22.7,59.0,10.3,66.0,10.9,58.0
34,487.5,19.6,55.0,21.0,58.0,11.1,93.0,11.9,61.0
35,490.0,18.3,64.0,19.5,58.0,12.1,75.0,12.7,53.0
36,492.5,17.2,60.0,18.0,57.0,13.1,65.0,13.8,58.0
37,495.0,15.8,41.0,16.5,57.0,14.2,72.0,14.9,60.0
38,497.5,14.5,51.0,15.2,61.0,15.3,58.0,16.1,50.0
39,500.0,13.2,60.0,13.9,54.0,16.5,69.0,17.2,17.0
40,502.5,11.9,51.0,12.6,24.0,17.7,56.0,18.5,17.0
41,505.0,10.8,50.0,11.4,19.0,19.0,33.0,20.0,6.0
42,507.5,9.7,59.0,10.3,18.0,20.5,60.0,21.3,15.0
43,510.0,8.7,61.0,9.3,33.0,22.0,52.0,22.9,13.0
44,512.5,7.8,42.0,8.4,33.0,23.5,72.0,24.6,29.0
45,515.0,6.9,79.0,7.5,33.0,25.1,60.0,26.2,51.0
46,517.5,6.1,65.0,6.7,25.0,26.7,64.0,27.8,27.0
47,520.0,5.4,68.0,6.0,34.0,28.6,52.0,30.0,63.0
48,522.5,4.8,31.0,5.2,33.0,30.1,68.0,32.0,66.0
49,525.0,4.1,73.0,4.6,33.0,32.1,66.0,33.6,57.0
50,530.0,3.1,57.0,3.6,33.0,36.2,54.0,37.9,53.0
51,540.0,1.7,37.0,2.0,33.0,42.3,77.0,49.5,77.0
52,550.0,0.85,32.0,1.1,33.0,52.1,2.0,58.2,2.0
53,560.0,0.0,0.0,1.55,73.0,61.4,2.0,68.3,2.0
