,Strike Price,Call bid price,Call bid size,Call ask price,Call ask size,Put bid price,Put bid size,Put ask price,Put ask size
0,100.0,17.65,1.0,22.15,2.0,0.0,0.0,0.13,60.0
1,102.0,15.85,10.0,19.95,10.0,0.01,10.0,0.13,60.0
2,103.0,15.0,10.0,18.75,10.0,0.0,0.0,0.17,79.0
3,104.0,13.55,10.0,17.9,31.0,0.0,0.0,0.19,60.0
4,105.0,12.7,10.0,16.95,10.0,0.0,0.0,0.13,60.0
5,106.0,11.85,10.0,16.1,21.0,0.01,39.0,0.36,77.0
6,107.0,11.05,10.0,15.0,31.0,0.0,0.0,0.12,60.0
7,108.0,9.85,10.0,13.55,7.0,0.0,0.0,0.13,60.0
8,109.0,8.9,10.0,12.15,21.0,0.03,75.0,0.14,111.0
9,110.0,7.9,10.0,11.75,10.0,0.09,64.0,0.13,35.0
10,111.0,8.6,27.0,9.95,6.0,0.13,30.0,0.17,30.0
11,112.0,6.0,1.0,10.3,21.0,0.16,33.0,0.21,3.0
12,113.0,6.6,7.0,8.15,9.0,0.22,38.0,0.25,10.0
13,114.0,6.05,38.0,6.35,20.0,0.3,20.0,0.33,10.0
14,115.0,5.1,58.0,5.5,45.0,0.39,43.0,0.45,10.0
15,116.0,4.1,31.0,4.65,45.0,0.52,49.0,0.58,7.0
16,117.0,3.5,9.0,3.6,10.0,0.71,31.0,0.77,10.0
17,118.0,2.77,8.0,2.84,3.0,0.95,31.0,1.02,30.0
18,119.0,2.1,9.0,2.17,12.0,1.26,13.0,1.35,13.0
19,120.0,1.52,15.0,1.58,15.0,1.7,12.0,1.75,10.0
20,121.0,1.04,10.0,1.09,13.0,2.22,1.0,2.28,3.0
21,122.0,0.66,14.0,0.71,8.0,2.85,7.0,2.92,9.0
22,123.0,0.41,10.0,0.44,17.0,3.55,10.0,3.7,21.0
23,124.0,0.24,10.0,0.26,19.0,4.2,81.0,4.75,81.0
24,125.0,0.13,15.0,0.15,12.0,4.7,6.0,6.75,10.0
25,126.0,0.07,17.0,0.1,30.0,4.0,6.0,8.35,21.0
26,127.0,0.0,0.0,0.08,30.0,5.25,21.0,9.6,10.0
27,128.0,0.0,0.0,0.13,83.0,6.4,10.0,10.7,1.0
28,129.0,0.0,0.0,0.13,59.0,7.0,10.0,11.35,21.0
29,130.0,0.0,0.0,0.31,43.0,8.0,10.0,12.3,10.0
30,131.0,0.0,0.0,0.16,31.0,9.35,10.0,13.8,21.0
31,132.0,0.0,0.0,1.75,27.0,10.0,10.0,14.35,2.0
32,133.0,0.0,0.0,1.63,27.0,11.0,10.0,15.3,2.0
33,135.0,0.0,0.0,0.13,31.0,13.0,31.0,17.5,31.0
