,Strike Price,Call bid price,Call bid size,Call ask price,Call ask size,Put bid price,Put bid size,Put ask price,Put ask size
0,60.0,57.5,31.0,62.5,36.0,0.12,43.0,0.72,55.0
1,65.0,52.5,36.0,57.5,36.0,0.33,44.0,1.02,55.0
2,70.0,47.55,21.0,52.5,30.0,0.8,21.0,1.41,80.0
3,75.0,42.55,21.0,47.5,30.0,0.9,31.0,1.89,63.0
4,80.0,37.55,21.0,42.5,30.0,1.39,35.0,2.52,81.0
5,85.0,33.0,31.0,38.0,36.0,2.0,31.0,3.1,68.0
6,90.0,28.0,40.0,32.9,10.0,2.81,32.0,4.2,68.0
7,95.0,25.5,39.0,27.3,31.0,3.95,31.0,5.35,7.0
8,100.0,21.9,31.0,23.45,31.0,5.2,33.0,6.9,68.0
9,105.0,18.4,31.0,19.85,21.0,7.25,21.0,8.4,68.0
10,110.0,15.0,31.0,16.7,21.0,8.5,31.0,10.55,68.0
11,115.0,12.15,31.0,13.75,21.0,10.65,31.0,12.75,68.0
12,120.0,8.5,55.0,11.25,21.0,13.25,31.0,15.3,55.0
13,125.0,6.75,60.0,9.1,31.0,15.75,31.0,18.05,45.0
14,130.0,5.0,60.0,7.15,21.0,18.7,31.0,21.5,30.0
15,135.0,4.2,31.0,5.5,36.0,22.65,31.0,24.85,31.0
16,140.0,2.39,55.0,4.3,31.0,26.7,37.0,28.95,31.0
17,145.0,1.57,55.0,3.25,31.0,30.0,31.0,31.95,58.0
18,150.0,0.98,55.0,2.46,31.0,34.9,31.0,36.15,58.0
19,155.0,0.6,55.0,1.82,31.0,39.2,31.0,40.55,52.0
20,160.0,0.64,21.0,1.31,31.0,41.5,40.0,46.05,21.0
21,165.0,0.41,21.0,0.93,36.0,46.0,40.0,50.6,21.0
22,170.0,0.07,32.0,0.65,31.0,51.05,21.0,56.0,30.0
23,175.0,0.01,41.0,0.46,26.0,55.55,21.0,60.5,30.0
24,180.0,0.0,0.0,0.32,21.0,60.55,21.0,65.5,30.0
